tsb.adenovirus.ir,pbs.adenovirus.ir,fbs.adenovirus.ir,astm.adenovirus.ir
1.73E-06,0.000230751,3.40E-05,0.001345385
5.62E-05,0.000153992,2.85E-06,0.000363533
8.10E-05,0.000266409,0.000694455,0.000452169
0.000158201,0.000423432,2.18E-05,0.000270953
6.46E-05,7.03E-05,2.28E-05,1.45E-05
4.40E-05,0.00029321,8.73E-06,0.001039316
0.000384883,0.000312481,5.91E-05,0.003485575
9.13E-06,2.41E-05,7.34E-05,0.000176493
2.73E-05,0.000253031,5.70E-05,0.000355086
0.000544611,0.000257616,7.54E-05,2.04E-05
3.59E-05,0.000544373,1.87E-05,0.001050668
9.43E-05,8.90E-05,1.46E-05,0.000468899
0.000324067,4.75E-05,2.67E-05,1.87E-05
5.79E-06,5.18E-05,8.48E-05,2.22E-05
0.000385543,0.000148469,0.0002073,0.00014856
8.45E-05,0.000109012,0.000136621,2.67E-05
4.35E-05,4.41E-05,0.000143722,2.97E-05
0.001153031,4.85E-05,0.00054053,0.00029454
0.000221532,0.000427126,0.00037734,3.36E-05
2.63E-05,0.000444806,0.000125563,0.000331943
7.42E-05,5.60E-06,4.22E-05,0.000197773
1.09E-05,0.000249139,8.38E-06,0.000251619
0.000793169,4.92E-05,4.88E-05,0.000670275
0.000191321,0.000633601,0.000204354,0.00041449
0.000775355,0.0007124,2.28E-05,0.000105962
3.02E-05,0.000643152,6.43E-05,6.36E-05
0.00025425,5.46E-05,1.94E-05,0.000533644
7.62E-05,2.21E-05,2.59E-05,0.00097335
5.50E-05,0.000235455,2.45E-05,8.65E-05
3.49E-05,0.000154261,0.000101292,0.000164775
6.69E-05,4.55E-05,0.000215719,0.000109993
0.00028198,3.20E-05,3.50E-05,0.00018436
0.000182129,1.98E-05,3.22E-05,0.000611535
2.22E-05,8.67E-07,0.00036186,0.000127073
1.19E-05,1.50E-05,0.000426554,0.0007205
0.000216731,5.27E-05,7.63E-05,0.000275176
5.04E-05,5.32E-05,0.000417276,4.76E-05
0.000110189,6.23E-05,0.00022483,0.000275933
7.87E-05,0.000835301,0.00030831,3.16E-05
7.65E-05,7.94E-05,0.000131587,0.000852591
0.000345459,6.71E-05,2.94E-05,0.001167136
0.000236199,3.03E-05,1.12E-05,0.003080606
6.08E-06,9.03E-05,1.38E-05,0.000248375
0.000187693,0.000144644,0.000408011,0.000236377
0.000102741,0.000397232,4.46E-05,0.002722144
0.00058159,0.000328045,0.000353285,0.000243077
0.000502103,0.002237212,9.03E-07,0.000193081
5.85E-05,2.14E-05,2.48E-05,0.002615508
0.00083736,2.91E-05,1.30E-05,0.000188253
5.89E-05,5.46E-05,6.19E-05,3.35E-05
0.000180142,0.000137489,1.20E-05,0.002066586
1.66E-05,8.28E-05,0.000273741,0.000193527
5.40E-06,2.42E-05,9.25E-05,0.000636991
4.74E-05,9.75E-05,2.21E-05,0.000489862
2.60E-06,0.000130299,0.000160054,0.000478141
1.00E-05,0.000230818,7.21E-05,0.001100739
8.04E-05,0.000361831,6.65E-05,0.000517869
4.76E-05,2.38E-05,4.81E-05,4.45E-05
5.38E-05,0.000404458,3.42E-05,0.000116854
0.000113331,6.64E-05,0.00010035,0.000140197
0.000286405,9.90E-05,0.000191731,0.000130208
9.18E-06,0.000120343,9.63E-05,3.74E-05
0.000373306,4.00E-05,0.000426603,0.000358355
0.000372955,7.25E-06,1.03E-05,0.001284294
1.59E-05,5.27E-05,0.000170495,0.000110785
1.20E-05,7.62E-05,8.20E-05,0.000244351
0.001391301,0.000107487,9.11E-05,0.000225002
3.79E-05,0.000365508,9.13E-06,0.004952609
2.35E-05,0.000138747,2.89E-05,0.000428939
0.000368628,2.71E-05,4.07E-05,0.000363821
5.78E-05,4.67E-05,3.52E-05,0.000427976
8.63E-05,4.10E-06,0.000122112,0.000177763
3.00E-05,3.61E-05,0.00010219,0.000325056
0.000549194,0.000313742,0.000145419,0.000770103
7.00E-05,8.02E-05,0.000289942,1.81E-05
2.35E-05,7.62E-05,0.000145542,0.000754505
2.47E-05,0.000268201,7.58E-05,0.002199341
0.000141798,0.000166347,0.000200978,0.000158635
2.86E-05,0.000260951,0.000132651,0.000664264
6.15E-05,1.90E-07,1.12E-05,6.71E-05
0.000428034,0.000552587,0.000126056,0.00086705
2.41E-05,0.000304495,6.87E-05,0.000290431
0.000111076,9.69E-06,8.15E-05,6.69E-05
0.00011377,6.44E-05,1.09E-05,0.000199989
0.000101277,0.000374189,0.000219013,0.000225728
2.93E-05,0.000317472,0.000131342,3.80E-05
1.61E-06,1.58E-05,0.000209816,0.000198958
0.000499171,7.72E-05,2.07E-06,0.000274966
3.49E-05,0.000324533,1.92E-05,0.000662891
0.000160925,0.00013046,0.00055645,0.000131936
4.69E-05,0.000148571,2.98E-05,5.55E-05
0.000111661,8.60E-05,0.000195751,0.0005352
1.03E-05,0.000240475,0.000429269,0.000106592
0.000893415,3.59E-05,1.59E-05,0.000411276
3.66E-05,3.74E-05,0.000294427,0.000351222
0.000351766,0.000311261,0.00019162,0.000104905
5.55E-05,0.000171077,0.000131426,3.99E-05
5.37E-05,0.000738967,0.000111078,0.000185919
5.41E-05,0.000208757,2.00E-05,0.000131588
3.71E-05,0.000410831,1.47E-05,0.000451999
0.000165363,0.000338365,5.03E-05,0.000200623
0.002001795,0.000311466,0.000105201,0.001802753
0.00012866,3.34E-05,2.05E-05,0.000536303
9.96E-05,0.000395908,0.000480994,0.000318058
1.77E-06,0.000211688,7.06E-05,0.000326182
3.95E-05,3.81E-05,5.53E-05,0.000374513
2.97E-05,0.000122071,7.67E-05,0.000135517
0.000194808,0.000142021,4.45E-05,0.00168092
0.000181018,0.000421083,6.80E-05,7.25E-06
0.000148608,6.05E-05,2.51E-05,0.000361671
0.000346285,2.28E-05,0.000486153,0.000376375
0.000165844,2.22E-05,6.40E-05,0.000514081
0.000263971,4.61E-05,2.92E-05,4.90E-05
3.58E-06,4.26E-05,0.000582997,0.000356255
0.000117823,7.43E-05,0.00016393,0.000147728
0.000498323,0.000206075,7.49E-05,4.95E-05
1.09E-05,0.000252307,6.47E-05,1.77E-05
8.88E-05,0.000147541,1.23E-05,0.000300842
4.53E-05,0.000218558,0.000157195,4.16E-08
2.68E-05,0.000101994,3.90E-05,0.000207521
0.000469998,3.44E-05,3.53E-05,3.57E-05
5.45E-06,8.59E-06,4.48E-05,7.68E-05
4.43E-05,2.04E-06,0.000474305,0.000703182
0.000324572,5.18E-05,0.00010739,0.000134036
7.21E-05,1.13E-05,0.000196536,0.000214658
4.64E-06,2.40E-05,2.80E-05,5.19E-05
0.000135352,1.07E-05,0.000356484,0.000288168
7.54E-05,7.04E-05,3.74E-05,0.000285326
0.000179535,1.27E-05,0.000160158,0.000152855
0.000133038,0.000133143,2.54E-05,0.000194869
3.95E-05,6.48E-05,0.000140864,0.000873484
1.75E-06,0.000122419,9.94E-05,0.00112175
0.000313849,5.40E-05,7.66E-05,8.53E-05
0.000214875,2.42E-05,4.48E-05,0.000120195
0.000337195,5.40E-05,7.15E-06,0.0002192
4.97E-07,0.00021325,0.000140152,0.001223988
3.08E-07,0.000447944,6.00E-05,0.000726437
0.000394085,5.73E-05,4.69E-05,9.82E-05
0.000127438,0.000249025,0.000235222,4.73E-05
3.51E-05,5.10E-05,0.00050975,0.000360122
5.76E-05,4.44E-05,0.000357468,0.001001313
3.59E-05,0.000102881,5.86E-05,4.35E-06
0.000607243,9.98E-06,5.86E-05,0.000552356
0.000104866,5.81E-06,0.000236967,5.21E-05
3.12E-05,6.58E-06,0.00016915,0.000111274
0.000243807,8.20E-05,0.000117906,0.000500951
7.08E-05,0.000196023,0.00013024,0.000718599
0.000149984,3.32E-05,7.83E-05,0.001793673
0.000101134,6.38E-05,8.51E-05,0.000212806
7.48E-05,1.38E-05,1.14E-05,0.001365979
0.00010927,0.000116501,9.39E-05,4.36E-05
9.10E-05,8.80E-05,7.36E-05,0.000395303
2.01E-05,7.07E-05,0.000146155,0.000953862
2.49E-05,0.000955885,1.26E-06,0.001162182
0.000126028,0.000333516,2.39E-06,5.95E-05
0.000158912,1.98E-05,8.29E-06,4.72E-05
0.000202419,0.000159152,3.39E-05,4.79E-05
7.49E-05,5.80E-05,0.000470945,8.06E-06
0.000442422,0.00081298,4.25E-05,0.000831326
6.06E-05,0.000108341,6.48E-05,0.0006291
6.48E-05,7.13E-05,7.09E-05,0.000139822
3.52E-05,0.001108604,2.06E-05,0.000570604
4.15E-06,0.000183157,7.39E-06,0.000374195
1.33E-05,0.000184691,2.31E-06,0.000109282
7.24E-05,0.000162107,0.000405952,2.42E-05
6.87E-06,0.000121878,0.000735508,5.28E-05
3.54E-05,1.34E-05,2.24E-06,0.000351343
0.000174896,5.33E-05,3.70E-05,0.000383168
0.000164136,5.97E-05,0.00065376,0.000249472
7.38E-05,5.34E-05,7.31E-05,0.00082721
0.000101215,8.15E-06,2.69E-05,3.76E-05
7.23E-06,0.000148273,4.51E-05,0.000488997
0.000244992,2.65E-05,9.68E-05,0.000420008
0.000218902,1.35E-05,2.16E-05,0.000128293
8.17E-06,5.86E-05,3.28E-05,0.001173169
6.34E-05,2.04E-05,8.20E-06,0.00012787
0.000150485,1.27E-05,4.64E-05,0.00105205
5.89E-06,0.000111676,4.15E-05,3.07E-05
6.24E-06,9.92E-05,7.23E-05,0.000213454
0.000400899,8.54E-05,1.42E-05,0.000389863
0.000197464,0.000170539,4.96E-05,0.000415306
5.77E-05,2.04E-05,1.73E-05,0.000632417
3.78E-05,0.00012425,5.78E-06,0.000111698
0.000143783,1.99E-05,0.000118,0.000123659
0.00016211,8.41E-05,1.67E-05,9.63E-06
1.84E-05,1.14E-05,9.91E-06,0.000135991
0.000384869,0.000440801,0.000159832,0.000286826
4.37E-05,0.001323334,6.92E-05,0.000236929
1.13E-05,0.000210168,9.53E-05,0.000168648
4.31E-05,0.000213272,5.61E-05,0.000480499
0.000648108,0.000202296,0.000295588,0.00261921
0.000366779,0.000409611,9.61E-06,0.000253187
6.45E-05,8.61E-05,0.000209101,0.00033618
6.52E-05,6.33E-06,3.72E-05,2.73E-05
7.87E-05,5.40E-05,2.85E-05,0.000215946
6.41E-05,5.27E-05,0.000176162,0.000668606
3.14E-05,9.34E-05,1.88E-05,0.001025148
3.15E-05,5.16E-05,4.45E-05,0.000548629
2.61E-05,2.86E-05,4.55E-05,0.000151728
0.000623974,0.000177269,4.78E-05,8.68E-05
9.76E-05,0.000379473,0.000449179,4.85E-05
2.02E-05,2.54E-05,0.000113901,0.000323056
5.92E-05,0.000159479,0.000157674,2.43E-05
0.000436973,0.000209983,2.79E-05,0.000344852
1.51E-05,5.39E-05,0.000113963,0.001219436
8.24E-05,0.000224294,1.81E-05,8.03E-05
0.000207713,0.00015012,7.95E-05,0.000191905
0.000392262,4.89E-05,0.000109265,0.000426802
5.90E-05,5.55E-05,2.34E-05,1.04E-05
1.21E-06,1.35E-05,4.47E-05,0.000406641
0.000177338,9.92E-05,7.33E-05,0.000462926
8.89E-05,2.68E-05,0.00013183,0.000158244
6.04E-05,3.17E-05,5.41E-06,0.001613328
3.13E-05,9.16E-05,0.000165799,0.000118963
0.000120085,4.21E-05,0.000217441,0.00031756
3.08E-05,0.000675729,0.000965757,0.000684625
1.53E-05,0.000195543,3.55E-06,0.000282776
0.000195789,8.39E-05,3.02E-06,0.000119276
0.000110329,9.99E-05,7.46E-06,0.000265578
5.61E-05,0.000137369,4.75E-05,2.77E-05
0.000222526,6.48E-05,3.02E-06,5.57E-05
6.17E-05,1.77E-05,7.67E-05,0.000432997
0.000219292,9.52E-05,4.16E-05,0.000107646
5.92E-05,0.000201513,8.12E-05,0.002856379
3.11E-05,6.80E-05,1.05E-05,0.00020913
0.000211842,4.09E-05,3.56E-05,0.000157513
0.000129416,0.000600959,0.000108099,2.01E-06
0.000240166,0.00016841,0.000457844,9.87E-05
0.0002068,0.000365407,4.72E-05,0.000994658
8.72E-05,0.000106445,2.25E-05,4.66E-05
1.27E-05,3.38E-06,2.39E-05,6.16E-05
3.88E-05,4.13E-05,1.55E-05,3.43E-05
1.53E-05,2.55E-05,7.99E-05,2.01E-06
3.87E-05,2.32E-05,0.000156832,5.58E-05
0.000192997,3.79E-06,0.000255848,0.000305103
0.000283269,0.000192808,0.000230019,0.000445608
3.85E-05,0.001133162,7.07E-05,0.000131141
2.42E-05,0.000249671,0.000214488,0.000666
0.000293991,0.000608414,9.12E-06,0.000471116
3.31E-05,0.000100397,0.000141868,0.000258358
0.000613017,4.35E-05,0.000129354,0.000836367
0.000382851,0.000404809,6.99E-05,4.19E-06
0.000142939,6.83E-05,7.81E-05,0.000881546
0.002512862,2.57E-05,3.87E-05,0.00154497
0.000564075,1.68E-05,0.00012812,0.001250404
1.22E-05,5.38E-05,1.72E-05,0.000388261
1.10E-05,4.62E-06,7.29E-05,0.000389549
7.58E-05,0.000259118,0.000116137,0.000140581
0.000207056,3.54E-05,3.63E-05,0.000787886
9.47E-05,1.25E-05,4.64E-05,2.33E-05
1.84E-05,0.000105522,3.30E-05,0.000173766
0.000508923,0.000224953,0.000134777,0.0004642
1.51E-05,7.56E-05,2.48E-05,0.001172879
3.74E-05,0.000226567,0.000339214,0.000481271
0.000108771,9.81E-07,3.29E-05,7.49E-05
1.42E-05,0.001208467,2.37E-05,0.001458445
8.13E-05,4.36E-05,5.54E-05,4.98E-06
0.000314489,4.67E-05,0.000140121,0.000305577
3.92E-05,3.10E-05,8.55E-05,6.97E-05
0.002589438,0.000176213,6.53E-05,0.00075855
7.98E-05,0.00020178,0.000245757,0.000355136
4.98E-06,0.000354243,5.67E-06,0.000176102
0.000152476,0.000464814,0.000252095,7.17E-05
6.27E-06,0.000282916,7.59E-06,0.002254365
0.000227463,1.46E-05,2.76E-05,1.84E-05
0.000134714,0.000200434,1.53E-05,0.000365489
8.46E-05,4.50E-05,1.26E-05,5.60E-05
4.73E-05,0.000118342,0.000627006,0.000371351
3.69E-05,0.000488362,0.000618184,0.000577478
0.000124863,0.000505304,3.81E-05,1.42E-05
7.71E-05,2.55E-05,2.36E-05,0.000141449
0.000156908,0.000290691,0.000146909,4.70E-05
0.000228668,4.08E-05,2.94E-05,0.00024979
0.000111199,0.000179267,0.000175493,0.000201737
0.000378987,0.000214632,0.000112059,0.000885132
3.06E-06,1.34E-05,1.75E-05,0.000460568
6.28E-05,7.05E-05,5.57E-05,0.000103899
5.33E-06,2.99E-05,0.000236741,0.000271301
0.000189057,4.78E-05,8.58E-05,0.000246047
0.000154914,0.000121471,0.000192175,0.000692137
2.04E-06,0.000229385,0.000281813,0.000139535
6.00E-05,1.25E-05,0.000434142,1.29E-05
6.23E-05,1.75E-05,1.28E-05,0.000166309
2.93E-05,0.000258436,3.91E-05,6.07E-05
0.00081969,2.24E-05,0.000100501,0.000360982
4.29E-05,3.52E-05,2.92E-05,6.54E-05
5.07E-07,0.000270219,8.50E-05,0.001070303
3.19E-05,8.86E-05,2.36E-05,4.31E-05
7.87E-05,6.16E-05,0.000133834,0.004273987
2.56E-05,3.80E-05,0.000488405,0.000192162
0.000138724,0.000297739,0.000293447,9.99E-05
1.35E-05,8.55E-05,0.000100128,0.000223347
0.000105568,0.000310999,0.00024969,0.000114032
7.49E-06,4.78E-05,5.40E-05,0.000275234
1.85E-05,0.000236514,8.54E-05,0.000114273
0.00102062,2.90E-05,2.13E-05,0.003027543
3.56E-05,1.75E-05,3.81E-05,0.00012087
0.000169563,2.83E-05,4.53E-05,0.000207356
1.50E-05,4.99E-05,0.00016439,2.78E-05
0.000130621,4.00E-05,1.65E-05,0.000382872
0.000242888,9.25E-05,1.56E-06,7.09E-05
0.000177938,7.34E-05,0.000104373,0.00057866
3.73E-06,0.000210712,1.49E-05,3.23E-05
0.000497473,0.000102226,3.85E-05,0.000708258
0.000221137,8.10E-05,6.27E-05,0.000151812
0.00010894,2.43E-05,3.07E-05,8.84E-05
0.00021833,0.000144703,0.000171342,0.000289037
0.000160454,0.000141342,2.96E-05,0.000719878
0.000102466,4.32E-05,1.91E-06,4.72E-05
4.41E-06,0.000203456,1.34E-05,0.000171904
7.61E-05,0.000297774,2.63E-05,0.000242595
0.000254681,2.22E-05,9.53E-06,0.000252457
0.000155161,9.06E-05,0.000553934,2.92E-05
0.000337127,6.21E-05,1.92E-05,4.16E-05
1.59E-05,0.001347189,1.47E-05,8.99E-05
3.01E-05,8.74E-05,0.00037191,0.000100781
0.000183162,9.82E-05,4.13E-05,0.000496054
3.90E-05,0.000169235,0.000829363,1.46E-05
3.81E-05,1.53E-06,0.00017286,0.000433377
6.22E-05,8.57E-05,0.000289155,8.16E-05
0.001901809,1.54E-05,0.000164517,0.000107602
5.63E-05,0.000325662,0.000267765,0.002332838
3.03E-05,1.26E-05,2.99E-05,0.00020519
0.000736084,4.46E-05,2.91E-05,0.002607746
9.07E-05,3.86E-05,1.32E-05,0.002145411
6.47E-05,0.000212993,6.98E-05,0.000372286
3.60E-06,0.000950088,3.64E-05,0.000590729
0.000225492,4.50E-05,5.47E-05,0.00022448
3.97E-06,6.34E-05,8.02E-05,0.000119059
7.11E-06,0.000208557,1.80E-05,9.31E-05
5.79E-05,2.22E-05,0.000217511,5.98E-05
0.000330747,0.000402252,2.20E-05,6.07E-05
1.58E-05,0.000573305,0.000296819,0.001567597
0.000281378,0.000200805,3.52E-05,0.00015257
1.54E-05,0.000425855,0.000152266,0.00045921
9.45E-05,7.88E-06,4.40E-05,8.68E-05
0.000391059,0.000139222,8.46E-05,0.000144199
0.000226595,9.85E-05,0.000570839,0.00014515
8.74E-05,0.00024291,0.000138092,0.00139923
0.000248047,0.000161837,0.000197269,5.92E-05
5.98E-05,0.000142622,0.000182475,5.84E-06
1.84E-05,0.000542147,4.99E-05,0.000759957
3.51E-05,0.000100098,3.04E-06,7.17E-05
0.000634503,0.000618475,1.64E-05,0.000521603
2.25E-05,0.000102995,0.001044954,0.000116728
5.79E-05,5.66E-05,0.000114749,0.000760251
0.000313793,5.54E-05,0.000224655,0.000247311
4.20E-06,0.000137947,2.30E-05,0.000145108
0.000248089,8.61E-07,1.24E-05,1.25E-06
0.000186137,7.58E-06,0.000254486,0.001242409
5.07E-05,5.00E-05,6.65E-05,0.001687895
1.33E-05,1.34E-05,4.92E-05,0.000512707
0.00032665,7.98E-05,1.60E-05,5.32E-05
3.44E-05,5.81E-05,3.68E-05,0.000294954
5.18E-05,0.000131863,1.27E-05,2.56E-05
7.38E-06,2.96E-05,8.56E-05,2.96E-05
0.000956133,5.13E-05,9.50E-06,0.002557755
0.000147823,2.77E-05,1.25E-05,0.000708087
0.000132341,0.000186989,0.000128215,3.59E-05
0.000602217,9.47E-05,1.21E-05,5.26E-05
3.26E-05,0.000285296,0.000623077,0.000271531
9.81E-05,9.37E-05,0.000162706,0.000106471
0.000355666,1.92E-05,0.000413181,6.81E-05
5.13E-06,8.55E-05,6.39E-06,0.000223328
3.56E-05,1.56E-05,2.20E-05,0.00048588
8.70E-06,0.000126285,4.72E-05,0.000152273
3.90E-05,1.79E-05,4.91E-05,0.000302755
0.00012658,0.000240509,0.000138587,0.000461792
3.72E-05,1.25E-05,0.000108114,0.000217041
0.000200505,4.34E-05,0.000143137,0.00011614
0.000342986,0.000144038,1.99E-05,0.00023966
0.000107546,7.29E-05,0.000416768,9.27E-05
1.22E-05,0.000299168,0.000165895,0.000106815
0.000319633,4.35E-06,2.00E-05,0.000216676
5.81E-05,0.000548385,0.000170346,0.000296005
3.22E-05,0.000470915,2.38E-05,0.000361296
9.26E-06,0.00020781,4.04E-05,0.000512435
5.62E-05,8.44E-05,8.65E-05,0.00032552
0.000126822,6.67E-05,3.67E-05,1.13E-05
0.001384234,6.03E-05,3.82E-05,0.000318736
0.000225552,0.000127612,5.05E-05,6.84E-05
0.000141365,8.21E-05,0.000524102,0.000277229
0.000205316,0.000227326,0.000300254,4.87E-05
1.37E-05,0.000113892,0.00040604,0.000195309
0.000107554,3.41E-06,0.00011427,0.001336538
0.000117728,3.27E-05,8.32E-05,2.44E-05
0.00011771,0.000194153,6.47E-05,0.000145303
5.42E-06,0.000392497,0.000153816,0.00208325
0.000134558,0.000344701,7.04E-05,1.41E-05
0.000155864,8.55E-06,7.18E-05,0.000372602
7.24E-05,6.30E-05,8.76E-05,9.54E-05
5.21E-05,1.77E-05,6.49E-05,0.000256807
0.000184852,3.56E-05,4.07E-05,0.001122672
0.000177978,4.83E-06,0.000304286,0.000179794
0.000800427,8.62E-05,0.000104646,0.001083102
1.98E-05,0.000127595,5.40E-05,0.000142647
5.41E-06,0.000168143,1.45E-05,0.000290097
2.69E-05,7.23E-05,5.79E-05,8.79E-06
6.28E-05,3.00E-05,4.16E-05,7.74E-05
9.67E-06,0.000157283,3.03E-05,0.000481655
2.09E-05,0.000488307,2.95E-05,5.15E-05
2.38E-07,0.000172556,9.41E-05,0.000223973
3.29E-06,0.000150488,8.38E-06,0.000429711
0.000705992,2.41E-05,3.51E-05,2.00E-05
2.08E-05,0.000238471,4.66E-05,0.000982623
0.000976818,0.000718253,3.02E-05,0.000632305
1.05E-05,0.00029666,0.000150662,0.001153911
1.58E-05,6.77E-05,0.000117633,0.000414836
0.00011387,0.000333652,6.91E-06,1.06E-05
3.81E-05,4.02E-06,0.000295175,0.000570041
5.11E-05,9.21E-05,0.000115479,1.00E-06
6.36E-05,0.000251322,8.89E-05,0.002530311
9.07E-05,0.00039993,0.000169628,0.001163719
0.000522908,0.000323356,4.91E-05,4.39E-05
3.22E-05,7.45E-05,0.000131934,0.000266181
2.12E-05,0.000405359,0.000266044,0.000129392
0.000205661,1.62E-05,3.25E-05,0.00023961
3.11E-06,0.000337809,2.52E-05,0.00069409
2.65E-05,0.000220609,4.01E-05,0.000266745
4.16E-05,7.30E-05,5.80E-07,0.000152896
0.00036717,4.43E-05,2.01E-05,0.000284975
2.86E-05,6.87E-05,3.28E-05,0.000432572
1.55E-05,0.000327498,2.23E-05,0.000241957
0.00146696,8.68E-06,2.65E-05,9.08E-05
0.000468275,8.17E-05,2.69E-06,3.78E-05
2.59E-06,2.38E-05,0.000114677,0.000531397
0.000425913,0.000175558,2.73E-05,0.000647117
5.93E-05,4.39E-05,4.73E-05,0.001059034
0.000191512,6.22E-07,2.80E-05,0.000216305
2.74E-05,1.39E-05,9.22E-05,0.000177308
5.72E-05,8.35E-05,2.56E-05,7.42E-05
2.47E-05,2.56E-05,2.68E-05,3.43E-05
0.000327189,6.78E-05,0.000207066,4.30E-05
2.55E-05,0.000244444,1.21E-05,0.000146073
0.000119703,8.46E-05,1.42E-05,0.000473972
6.12E-05,0.000193173,0.000663687,4.57E-05
0.000102488,0.000169875,0.00027296,9.46E-05
0.000243524,0.000127644,1.08E-05,0.000713732
9.18E-05,2.06E-05,0.000336166,9.02E-05
1.48E-05,1.43E-05,2.13E-05,7.92E-05
3.64E-06,4.98E-05,8.83E-05,5.54E-05
0.000748088,0.000165622,0.000139268,0.000137276
2.62E-05,4.94E-05,3.65E-05,0.000206487
7.94E-05,0.000425756,3.87E-05,6.51E-05
4.94E-05,5.42E-05,3.60E-05,0.000106364
7.81E-06,0.000159603,9.49E-05,0.000164391
0.000157189,3.01E-05,0.000503533,0.000148735
0.000110022,0.000376787,7.95E-05,2.45E-05
0.000100981,8.69E-05,8.05E-06,0.000634559
8.57E-05,0.00022301,4.59E-05,0.000583961
7.65E-05,2.90E-05,0.000317664,0.002725408
0.000406413,2.09E-05,0.000151866,0.000157626
7.60E-05,9.48E-05,0.000418025,0.000256322
8.98E-05,0.000191114,0.000469656,0.000134184
0.000153438,6.87E-05,2.18E-06,0.00024127
4.13E-05,0.000186468,3.00E-05,0.000738622
0.001528855,4.97E-05,0.000143845,0.000181817
2.00E-05,0.000128021,1.50E-05,0.000580237
4.16E-06,0.000196424,1.37E-05,7.31E-05
0.000105164,7.44E-06,1.88E-05,0.000188533
1.98E-05,0.000180434,7.53E-06,0.000635725
1.13E-05,4.38E-05,5.56E-05,0.000313377
0.000168429,1.17E-05,8.36E-05,0.000114903
0.000146776,4.40E-05,9.66E-05,0.000133364
3.29E-05,8.25E-06,0.000939909,9.27E-05
0.000208983,6.28E-06,2.70E-06,3.80E-06
9.27E-05,0.000162962,2.95E-05,0.000585632
0.000212859,7.25E-05,3.35E-05,0.000507429
0.000292266,7.30E-05,0.000242165,0.000184046
5.27E-06,1.56E-07,0.000232517,5.99E-05
0.000520523,2.41E-05,0.000131075,0.000973672
6.52E-05,0.000226033,9.31E-06,0.00036019
0.003097993,0.00025641,6.56E-05,0.000400311
5.19E-05,8.11E-05,3.10E-05,1.83E-05
7.86E-05,1.15E-05,4.51E-05,0.000130717
0.000348769,0.000227304,4.94E-05,0.001577102
5.41E-05,0.000198268,4.92E-05,0.000651468
0.000196673,0.000101444,7.10E-05,0.000745326
2.60E-05,1.99E-05,1.56E-05,0.000408123
6.31E-05,0.000198888,5.65E-05,0.000200959
8.77E-05,9.90E-05,0.000236425,0.000620133
1.70E-05,5.39E-05,0.000101641,0.000348605
2.15E-05,0.000130847,1.25E-05,0.0005184
0.000235107,0.000188081,3.94E-05,0.001115148
9.42E-05,4.78E-05,0.000275055,0.000322278
2.87E-05,0.000643271,2.01E-05,6.24E-05
4.61E-05,0.00018348,0.00069771,2.58E-05
4.48E-05,8.64E-05,1.63E-05,0.000132942
8.52E-06,0.000419237,0.000153121,4.80E-05
2.01E-05,6.37E-05,0.000104254,0.003008501
2.43E-05,7.74E-05,1.41E-05,7.65E-05
1.72E-05,4.55E-05,0.00025417,0.000487254
1.62E-05,0.00010891,1.56E-05,0.000124877
0.000349505,9.61E-05,0.000169968,0.000471112
5.07E-05,0.000162908,0.000191803,0.000500757
8.14E-05,0.000345404,2.07E-05,0.000537857
6.24E-05,0.000488104,4.80E-05,0.00123459
0.000609847,6.25E-05,3.43E-05,0.000131592
5.65E-05,4.86E-06,0.00014489,0.001521048
0.000111437,3.56E-05,3.26E-05,0.001387489
1.82E-05,0.000155096,1.35E-05,1.50E-05
0.00017086,0.000106738,6.04E-05,0.001271929
0.000286368,1.09E-05,0.000176875,0.000296269
0.000217461,1.82E-05,4.33E-05,4.05E-05
0.000418696,0.000118899,2.31E-05,0.002899596
9.30E-05,0.00041236,0.000121002,1.98E-05
6.48E-05,0.000185141,0.000100194,7.37E-05
1.27E-06,8.30E-05,3.58E-05,0.000500086
0.000551977,8.38E-05,2.43E-05,2.25E-05
0.000123117,1.82E-05,0.000104671,0.000589421
3.23E-05,3.95E-05,4.44E-05,7.74E-05
3.08E-05,7.75E-05,1.90E-06,0.004590415
0.000493995,5.37E-06,2.79E-05,0.001430324
7.59E-05,9.33E-05,6.09E-05,0.000268965
0.000450893,4.50E-05,0.00013555,0.000457422
1.26E-05,0.000157179,0.000146516,0.00024368
1.99E-05,0.000123158,9.72E-05,0.000143443
4.99E-05,9.25E-05,0.00014863,0.000124465
6.00E-05,0.000128964,2.06E-06,0.000546555
2.24E-05,0.000331822,1.46E-05,0.00017764
1.30E-05,3.85E-05,0.000207635,0.00029793
7.91E-05,0.000495069,5.07E-05,8.46E-05
0.000175306,5.63E-06,9.91E-05,6.45E-05
3.91E-05,0.000264296,2.96E-05,2.81E-05
0.000257834,0.00054734,0.000198222,0.003735324
2.33E-05,6.27E-06,7.31E-05,8.75E-05
1.51E-05,0.000551076,0.000154893,6.46E-05
0.000125261,0.000420481,0.000173597,0.000432039
0.000132534,0.000183861,4.31E-06,0.000241141
3.50E-05,0.000226348,1.54E-05,0.000737319
0.000170196,0.000116813,6.87E-05,0.000154347
4.56E-05,5.51E-05,1.96E-05,9.00E-05
2.68E-06,3.33E-05,2.80E-05,0.000529896
0.000448309,9.22E-05,4.25E-06,0.001015762
6.27E-05,0.000734532,1.90E-05,0.000255615
