tsb.adenovirus.ir,pbs.adenovirus.ir,fbs.adenovirus.ir,astm.adenovirus.ir
0.000108143,0.00023645,2.31E-06,0.000102205
0.000156575,0.000175936,0.000188353,7.50E-05
8.47E-06,0.000397748,4.18E-05,0.000321328
0.000218178,0.000289715,2.33E-05,0.000438345
0.000102787,2.73E-05,0.000161967,5.07E-05
3.73E-05,0.000576655,0.000214979,0.003932642
4.88E-05,0.000228442,2.90E-05,8.76E-05
0.000140067,0.000181617,8.14E-05,0.000207092
2.62E-05,7.89E-05,0.000204236,0.000406351
4.17E-05,0.000145935,7.33E-05,2.23E-05
0.000263559,0.000214042,4.82E-06,0.003187338
4.93E-06,1.66E-05,3.45E-05,0.000593567
2.95E-05,3.87E-05,2.48E-05,0.000195086
2.40E-05,0.000142204,0.000147424,0.00036643
3.75E-05,0.000232084,0.000323568,0.000391801
2.75E-05,0.00020652,8.58E-05,0.000305735
7.68E-07,6.43E-05,0.000364633,0.00020556
0.000284727,5.91E-05,5.55E-05,0.000227414
0.00013688,0.000237658,8.01E-05,8.78E-05
0.000123725,0.00011716,4.98E-05,8.12E-05
0.000128896,0.000425676,0.000604422,0.000546324
0.000124024,4.22E-05,8.33E-06,7.32E-05
0.000440773,0.000493858,0.000877586,0.000655431
1.20E-05,9.00E-05,7.16E-05,0.004167379
7.20E-05,0.0001649,0.000334528,0.000442618
6.99E-06,0.000248303,1.87E-05,0.00033706
9.95E-05,0.000246964,2.67E-05,2.43E-05
0.000166205,0.000251794,0.001047776,6.81E-06
0.000281613,0.00011699,0.000135779,1.89E-05
0.000343151,0.000412584,0.000264794,0.000252185
5.31E-05,1.49E-05,9.84E-05,0.000489416
1.03E-05,0.000348588,0.000105072,0.00070262
0.001293339,0.000334975,6.17E-06,0.000528803
6.85E-05,0.000176943,4.89E-05,0.00116878
3.16E-05,4.30E-06,2.67E-05,7.07E-05
2.19E-05,0.000316625,0.000216395,0.000660965
3.74E-05,0.000378301,9.26E-05,0.000620788
4.56E-05,0.000186202,1.51E-06,0.000460812
5.53E-06,0.000312881,3.85E-05,0.001903069
0.000262308,3.83E-05,2.53E-05,0.000234006
0.000569892,5.39E-05,0.00036593,9.97E-06
0.000122393,0.000353727,2.46E-05,0.000183369
1.37E-05,7.20E-05,3.24E-05,0.000386433
0.002032358,3.80E-05,1.40E-06,6.94E-05
0.000146797,2.19E-05,0.000119468,0.000778089
7.07E-05,0.000212865,7.36E-05,8.34E-05
4.82E-06,6.60E-05,4.08E-05,0.000914893
0.000119563,4.32E-05,0.000252336,0.000414465
0.000147462,0.000106929,0.000218217,0.000218902
4.30E-06,6.08E-05,0.000343029,0.000300448
0.000153915,0.000149211,1.57E-05,0.000185315
0.000595942,7.35E-05,9.09E-06,6.33E-05
0.000120185,0.00017146,6.57E-05,0.000285912
0.00096428,5.65E-05,2.21E-05,0.000661173
5.67E-05,0.000134382,0.000568121,0.000198969
5.41E-05,6.91E-05,1.53E-05,0.000355315
4.83E-05,0.000141216,2.26E-05,0.000394064
9.15E-05,0.00045213,2.57E-05,0.000248919
1.00E-05,7.74E-05,4.11E-05,0.000167251
0.00034295,0.000301621,5.66E-05,0.000359574
3.43E-05,0.000801574,4.47E-05,0.000176854
0.000130618,5.15E-05,0.000220529,4.49E-05
0.001292623,0.000163378,7.78E-05,0.001653038
0.001488923,2.70E-05,1.73E-05,0.000117188
0.000341555,0.000452327,6.23E-05,0.000176295
0.000207085,5.86E-05,4.78E-05,2.15E-05
4.75E-05,1.84E-05,1.31E-05,0.000402248
2.15E-05,7.00E-05,8.68E-05,0.000632561
9.08E-05,0.000793121,4.42E-05,0.000294638
0.00013758,0.000305239,8.00E-05,0.000558985
0.000105408,6.80E-05,1.95E-06,0.0005841
4.37E-05,0.000258371,3.12E-05,5.85E-05
8.76E-05,5.26E-05,0.000877842,6.92E-05
6.10E-05,0.000376568,1.31E-05,8.62E-05
2.02E-05,0.000273036,3.42E-05,9.90E-05
0.000729538,4.83E-05,0.000629636,0.000142503
6.48E-05,0.000107526,5.53E-05,0.000111844
6.64E-05,5.39E-05,4.37E-05,0.000499562
1.46E-05,6.25E-05,7.90E-05,0.001496825
4.07E-05,3.57E-05,0.000197213,0.000124623
0.000140323,0.000150914,5.56E-05,0.000631002
0.000218657,1.64E-05,6.72E-05,0.000262501
0.000138219,4.55E-05,2.59E-05,7.41E-06
0.000933569,8.46E-05,3.92E-05,7.44E-05
0.000732956,3.90E-05,0.000515085,0.001544724
1.29E-05,1.93E-05,0.000164983,0.000742417
0.000131134,8.34E-05,2.41E-05,0.000908885
0.000178439,5.67E-05,1.69E-05,6.52E-06
8.13E-05,6.49E-06,3.98E-05,0.001492754
0.000338295,0.000400404,0.000188077,0.000205275
0.000103575,0.000167117,0.000420245,0.000144895
0.000443043,0.001107969,5.02E-06,0.001085835
6.25E-05,8.62E-05,4.33E-05,4.31E-05
3.10E-06,0.000104397,2.53E-05,0.000525812
0.000169409,2.86E-05,0.000345887,0.00016816
5.03E-05,0.000150634,7.15E-05,0.000124062
6.06E-05,0.000493367,3.30E-05,0.000402645
2.23E-05,0.00077205,4.06E-05,0.000128751
7.42E-05,5.58E-06,8.61E-05,8.09E-05
2.74E-05,3.40E-05,0.000225287,0.000107996
0.00026864,0.000292913,4.90E-05,1.46E-05
4.45E-05,2.92E-05,1.85E-05,0.000137591
3.39E-05,4.95E-05,9.37E-05,0.000739909
9.45E-07,4.48E-05,9.87E-05,0.000137809
3.09E-05,5.16E-06,1.70E-05,0.000488182
0.000156732,1.78E-05,6.20E-05,0.000287021
1.79E-05,0.000133898,6.52E-06,0.000191577
1.72E-06,7.91E-05,1.28E-05,1.94E-05
5.41E-05,0.000103954,0.000130727,0.001767223
0.000177022,7.43E-05,1.36E-06,6.96E-05
0.000134687,3.37E-05,0.000172692,0.000117924
1.72E-05,0.00027905,0.000146847,5.23E-05
0.000427588,5.91E-05,8.93E-05,0.000310052
2.57E-05,0.000373872,6.21E-05,2.23E-05
4.82E-05,1.19E-05,5.79E-05,0.000185714
0.000802153,6.41E-05,2.30E-05,2.47E-05
0.000145969,0.000112684,3.58E-05,0.000606357
0.000342704,7.32E-05,9.63E-05,2.05E-05
3.44E-06,0.000126241,3.43E-05,7.45E-05
0.000363477,0.000165728,0.000478123,0.00040362
0.00014419,6.76E-05,0.000203636,0.000143451
9.72E-05,0.000149484,2.22E-05,0.000754554
6.65E-05,9.34E-05,0.000973372,6.82E-05
0.000726767,0.000107025,0.000126726,0.000427053
7.05E-07,0.000535865,0.000416136,9.81E-05
7.02E-05,0.000157839,2.91E-05,0.001362775
0.000267171,3.06E-05,4.14E-06,0.000199873
3.25E-06,0.000239455,0.000230468,0.000503521
8.75E-06,0.000246945,0.00014548,0.000502645
1.55E-05,2.67E-05,2.60E-05,0.000348486
0.000181257,0.000210186,2.54E-05,0.00018862
1.74E-05,3.35E-05,1.34E-05,0.000283459
2.70E-05,0.000122183,0.000271155,0.000121082
8.27E-06,0.000101713,7.72E-06,0.000474722
1.48E-05,8.37E-05,6.37E-05,0.00077866
0.000187772,3.77E-05,2.41E-05,4.16E-05
3.49E-05,3.73E-05,0.000130359,0.000193697
6.47E-05,7.28E-05,0.000189372,0.000163802
3.50E-05,0.000143911,5.75E-05,0.000218082
4.68E-05,0.000340879,1.21E-05,0.000205645
1.89E-05,8.77E-05,7.24E-05,0.000993639
1.02E-05,4.33E-05,0.000160776,0.000404386
7.06E-06,0.000435414,0.000362598,2.87E-05
1.50E-07,0.001225685,2.20E-05,3.05E-06
2.03E-05,7.31E-05,0.000116807,0.000206596
4.49E-05,0.000443987,4.23E-05,0.000164227
0.000152696,1.02E-05,0.000212686,2.64E-05
0.000297078,6.90E-05,1.56E-05,0.000833671
8.84E-05,4.28E-05,0.000123273,0.000699978
2.23E-05,8.81E-05,0.000292356,1.62E-05
0.000143889,6.08E-05,3.29E-05,0.000437887
0.000339021,2.36E-05,0.000108786,0.000203503
5.54E-05,9.97E-05,0.000108923,0.000648748
0.000359901,0.000158492,0.000118928,4.11E-05
9.47E-06,0.000473039,1.17E-05,0.000439768
0.000759749,5.37E-05,1.00E-05,0.000893704
0.000318712,0.000317369,4.87E-05,0.00035849
0.000244316,1.68E-05,0.000594225,0.001050747
1.69E-05,1.80E-06,7.93E-05,0.000144075
0.000297558,0.000293184,0.000235769,0.000116406
0.000367757,0.00013098,3.42E-06,1.38E-05
2.24E-05,6.25E-07,3.05E-05,0.000721699
6.20E-06,0.000568228,8.55E-05,0.000170283
0.000163347,8.70E-05,1.60E-06,0.000215338
1.86E-06,0.00017156,2.92E-05,0.000207894
6.65E-07,0.000166796,1.24E-06,2.72E-05
0.000773929,1.94E-05,9.05E-05,0.000318881
0.000166962,3.15E-05,8.34E-06,0.000133679
8.60E-05,0.00032331,9.66E-05,4.84E-05
0.000159678,1.11E-05,1.64E-05,2.89E-05
0.000119472,8.15E-05,2.76E-05,0.001258749
2.41E-05,2.61E-05,0.000134691,0.000346732
0.000180042,0.000133721,5.07E-05,0.004325143
0.000871875,8.52E-05,0.000119564,0.000829116
5.13E-05,0.001036515,4.73E-05,5.82E-05
6.77E-06,3.76E-05,5.29E-05,2.11E-05
6.00E-05,0.000341865,0.000143824,0.000243517
8.80E-05,0.000220242,0.000120079,0.000514216
0.000323907,0.000486067,2.23E-06,0.000294042
5.25E-05,4.02E-05,1.40E-05,0.000206894
0.000105824,1.90E-05,1.48E-05,0.000259078
0.000239232,2.45E-05,9.48E-07,0.000116342
1.82E-05,1.25E-05,6.07E-05,0.000471617
0.0002541,0.000223489,0.000751722,0.000174171
0.000738705,0.000265622,0.000146169,0.000194224
0.000478132,0.000206539,0.00024192,0.000343681
3.97E-06,1.33E-05,1.02E-05,4.04E-05
3.10E-05,4.05E-05,2.12E-05,0.000287607
1.09E-05,0.000317938,2.54E-06,0.000106202
0.000181538,2.14E-05,2.95E-05,0.000608632
0.000179949,0.000113379,1.19E-05,0.00019893
0.000578769,7.58E-05,2.32E-06,0.000413294
0.000246544,0.000183907,9.44E-06,9.08E-05
0.000119845,0.000184228,4.70E-05,0.000139556
9.85E-05,0.000183666,1.97E-05,5.24E-05
5.79E-05,0.000211624,0.000106771,4.18E-05
5.39E-06,9.65E-05,0.000101877,0.000216492
0.000166276,6.12E-05,4.48E-05,9.26E-05
0.000442686,0.000174405,3.74E-05,0.001050422
4.92E-06,5.74E-05,0.000185342,8.83E-05
0.000661206,0.000362236,1.46E-05,8.04E-05
0.000366416,3.62E-06,7.36E-05,0.000310857
0.000992909,9.59E-05,3.93E-05,0.00082055
4.03E-05,2.48E-05,3.49E-05,0.000572345
3.14E-06,0.000327835,6.29E-05,4.27E-05
6.04E-05,8.90E-05,1.19E-06,1.15E-05
3.34E-05,0.000138578,1.36E-06,7.69E-05
0.000645775,0.000282526,3.61E-05,0.000236978
0.000118021,8.96E-05,0.000144933,0.00163488
6.46E-05,2.48E-06,4.72E-05,2.68E-05
5.75E-05,0.000138465,3.83E-05,2.21E-07
1.18E-06,0.00028525,3.87E-05,0.000157177
8.92E-05,2.10E-05,0.00027817,0.001244933
8.10E-05,0.000182005,0.00015553,0.000185066
0.000895661,6.27E-05,1.05E-05,0.001957041
9.58E-05,0.000138186,3.90E-05,2.48E-05
8.02E-05,1.98E-05,6.35E-05,1.10E-05
1.36E-05,1.44E-05,8.19E-07,0.000804417
3.74E-05,6.09E-05,4.82E-05,0.001260104
8.74E-05,0.000182895,0.00046491,5.12E-05
5.75E-05,0.000225901,3.50E-05,0.000394572
4.59E-05,6.08E-05,5.53E-05,0.000301266
3.94E-05,6.21E-05,0.000103723,0.000384454
3.12E-05,3.15E-05,8.96E-05,0.00018591
0.000133925,0.000341049,0.000205081,0.001004889
8.58E-06,9.57E-05,7.18E-05,3.38E-05
0.000205627,0.000143751,7.08E-06,0.000572357
0.000428039,0.000852668,4.34E-05,0.000418146
0.000102544,0.000105162,6.65E-05,0.000168864
6.24E-06,1.07E-05,4.24E-05,0.000173578
0.000137075,1.88E-05,1.38E-05,0.000146321
4.10E-06,7.07E-06,0.000504734,0.00012442
6.84E-05,8.93E-05,0.000235041,0.000211124
8.31E-05,0.000133347,0.000161478,0.000308695
1.08E-05,0.000131521,2.73E-05,7.09E-05
0.00014557,9.94E-05,5.01E-05,3.90E-05
1.07E-05,6.60E-05,9.98E-05,0.000361757
0.000955744,3.75E-05,3.74E-05,0.00089762
0.000133541,6.87E-05,0.000108872,9.93E-05
0.000128581,0.000189535,1.43E-06,0.00109679
0.000677509,0.000216029,4.49E-05,0.000511707
5.05E-05,0.000233943,6.21E-05,0.000149933
0.000152655,0.000103551,0.000103756,0.000142002
0.000131422,0.000565463,0.000140229,0.001937641
0.000121103,0.000107304,1.99E-05,0.000137932
0.001556917,0.000100654,9.78E-05,2.24E-05
3.95E-05,0.0001999,1.35E-05,7.97E-05
0.000528243,0.000113084,0.000218304,1.60E-05
1.33E-05,7.28E-05,0.000163057,7.88E-06
0.000143982,0.00086287,2.17E-06,0.00022989
0.000115921,2.40E-05,0.000227584,0.000516541
0.000121002,0.00011788,4.24E-05,0.000122025
8.87E-05,1.98E-05,7.35E-05,4.59E-05
0.000295323,6.83E-05,2.79E-05,0.00094676
2.48E-05,3.33E-06,0.000123258,0.000301617
9.98E-05,0.000698284,3.30E-05,0.000196283
3.97E-06,6.18E-05,1.41E-05,1.11E-05
8.92E-05,2.58E-05,7.56E-05,0.00065547
6.21E-05,0.000142732,1.47E-06,0.001172617
4.43E-05,0.0008159,1.38E-05,0.000783093
0.000280146,0.000423437,8.90E-05,4.97E-05
6.25E-05,0.000111458,0.000111397,0.000118699
1.21E-05,0.000124638,1.33E-05,0.000152208
3.26E-06,8.53E-05,1.59E-05,3.33E-05
3.22E-05,4.07E-05,0.000160528,0.000495498
0.00024251,5.09E-05,4.46E-05,0.000553909
3.10E-06,0.000129678,3.61E-07,0.000807139
0.000143223,6.66E-05,5.25E-06,0.002030863
0.000128357,0.000162651,0.000190259,0.000600109
0.00018672,1.60E-05,4.33E-05,7.22E-06
4.03E-06,7.70E-05,1.72E-06,0.000705641
2.32E-05,0.000161048,0.000111123,0.001350531
4.32E-05,0.000364224,8.02E-05,6.94E-05
0.000178669,0.000514857,4.63E-05,9.72E-05
0.000135081,2.64E-05,0.000219842,3.51E-05
0.000165217,6.06E-05,4.52E-06,0.0002801
0.000164407,0.000154238,6.52E-05,1.52E-05
1.65E-05,0.000632024,9.04E-05,0.000269965
0.000188708,0.000367677,7.63E-05,0.000134034
0.000334794,8.62E-05,9.49E-06,0.0004323
8.07E-05,0.000189885,0.000103373,5.45E-05
0.000103389,0.000112545,2.44E-05,0.001206579
1.08E-05,3.75E-05,0.000533074,7.71E-05
0.002672172,0.000609136,1.38E-05,6.96E-05
0.000147719,0.000108042,1.31E-05,0.000285201
1.52E-05,1.19E-05,1.96E-05,0.001978278
1.66E-05,2.15E-05,0.000211885,0.000379667
0.000384626,0.000813734,5.32E-05,0.000653658
0.002556989,0.000114734,2.70E-05,3.65E-05
0.000120026,6.59E-07,1.54E-05,3.64E-05
2.79E-05,7.93E-05,0.000106747,0.000100158
1.25E-05,0.000188384,7.61E-05,9.68E-05
0.000936915,0.00013282,7.39E-05,0.000166284
0.000290278,1.31E-05,0.000274637,9.77E-05
0.000177764,3.13E-05,0.000660894,9.57E-06
4.67E-05,2.82E-05,0.000194769,6.43E-05
6.08E-05,2.64E-05,1.49E-05,1.88E-05
7.63E-06,1.92E-05,2.55E-05,4.00E-05
1.32E-05,0.000110843,0.000510129,9.81E-05
0.000650012,0.000256243,0.000163153,0.000177298
0.000504577,5.30E-05,5.39E-05,5.45E-05
0.000185317,3.43E-06,2.25E-05,0.000274367
4.06E-05,1.72E-05,7.10E-05,0.000135461
0.000189258,0.000397989,4.87E-05,0.000339708
1.36E-05,1.01E-05,4.69E-05,0.000123362
0.00024141,0.00026941,1.92E-05,0.000166774
0.000184406,6.89E-05,0.000913496,0.000411053
0.000102724,8.19E-05,5.04E-06,0.001321421
2.06E-05,7.12E-05,0.000193892,5.71E-05
0.001020484,1.06E-05,1.52E-05,0.000442967
6.87E-05,0.000430712,0.000553505,0.000102246
9.16E-05,0.000266005,1.12E-05,0.000105304
0.000285188,0.000659956,0.000121972,0.00022312
0.000335187,3.84E-05,1.86E-05,0.001337543
6.44E-05,0.000484372,0.00018464,0.000115411
1.97E-05,0.000465115,2.81E-05,0.000852973
7.84E-05,0.001009366,0.000126982,0.002092311
0.000234903,0.000174915,4.53E-07,0.000117628
8.08E-06,4.65E-06,0.000240277,3.58E-05
3.80E-05,2.06E-05,2.59E-05,0.001170137
0.000152316,2.26E-05,5.20E-05,3.41E-07
0.00014837,0.000213473,3.46E-05,0.000289218
2.28E-05,0.000582666,0.000330636,9.76E-05
0.000266427,0.000691089,2.56E-05,0.000104983
2.84E-05,5.03E-05,9.03E-05,1.61E-05
2.87E-05,1.07E-05,5.16E-06,0.000166935
0.000253354,0.000415055,0.000104916,9.92E-05
0.000160535,0.000228388,2.18E-05,0.000596519
2.79E-05,2.43E-05,4.50E-05,0.000502149
9.03E-05,0.00013093,4.22E-05,0.000515551
1.79E-05,6.84E-05,3.97E-05,0.001343941
1.08E-05,3.27E-05,0.000750295,0.000561479
6.99E-05,0.000421924,0.000464546,0.000119665
6.38E-05,0.000184019,0.000139735,6.21E-05
4.73E-05,0.000289412,0.000393737,4.00E-05
2.70E-06,8.89E-05,4.84E-05,2.23E-05
0.001504523,6.43E-05,0.000206147,0.001296699
0.000114332,0.000282546,4.03E-05,5.68E-05
1.14E-05,1.77E-06,0.000247829,0.000212262
0.000106789,7.72E-05,1.93E-05,0.000670554
0.000153948,8.54E-05,6.96E-06,0.000257784
0.000223838,0.000100047,2.47E-05,0.000402831
3.71E-06,0.000335132,0.000223438,9.74E-05
0.000446363,4.04E-05,0.000214042,0.00026689
3.40E-05,3.55E-05,4.47E-05,0.000128599
1.16E-05,6.69E-05,0.000106412,0.000407039
1.20E-05,1.07E-05,4.53E-06,0.000508693
6.54E-05,0.000150005,0.000425087,4.46E-05
0.000185509,4.72E-05,5.21E-05,7.95E-05
0.000366705,0.000179239,8.31E-05,0.000263896
1.24E-05,8.02E-05,0.000296062,0.000632864
0.000111958,4.91E-05,1.66E-05,0.000176818
8.82E-05,0.00055033,0.000102744,0.000111069
1.68E-05,0.000490266,4.22E-06,0.000410998
4.23E-07,6.41E-05,4.98E-05,0.000166748
0.000307528,0.000224702,8.36E-05,0.000872676
0.000413886,0.000138795,1.73E-05,2.68E-05
7.95E-05,2.41E-05,3.28E-06,0.00045912
0.00012903,0.000162847,0.000114104,0.000448944
1.78E-05,4.47E-05,1.92E-05,0.000182664
0.000263127,3.92E-05,7.28E-05,0.000705564
0.000337097,0.000136267,8.93E-05,0.000330438
6.71E-05,5.77E-05,4.47E-05,0.000337327
0.000581598,7.50E-05,2.63E-05,1.33E-06
9.27E-06,3.28E-05,0.000141426,5.09E-06
7.82E-06,0.000196422,0.000316565,0.000453965
0.000209433,0.000363885,0.000142082,0.000279505
0.000125941,2.04E-05,7.03E-05,0.004594534
0.000288379,9.23E-05,1.33E-05,0.000489823
3.71E-06,6.02E-05,8.85E-05,0.000359545
1.01E-05,9.39E-06,0.000151825,4.16E-05
0.000138678,1.32E-05,7.31E-05,0.000127034
3.22E-05,5.56E-05,6.09E-06,5.29E-05
8.61E-05,5.28E-05,0.000589848,0.000324566
0.000115998,3.33E-05,9.73E-06,0.000165574
0.000148496,2.96E-05,1.82E-05,0.000290133
1.19E-05,6.98E-06,0.000247355,0.000128282
0.000193637,3.82E-05,3.94E-05,0.000141363
5.58E-05,3.63E-05,2.87E-05,8.84E-06
0.000201759,0.000115962,0.000194837,8.85E-05
5.01E-05,4.42E-05,8.74E-05,0.000204686
5.49E-05,8.09E-05,9.92E-05,0.000475384
1.60E-05,0.00037036,6.99E-05,0.000448374
0.001082446,0.000422798,4.87E-05,0.000646206
0.000230077,0.000225476,2.67E-05,0.00019369
4.05E-05,0.000154834,0.00035818,0.000162456
3.32E-05,1.18E-05,0.000230894,0.000172611
9.29E-05,9.59E-05,6.27E-05,0.000555067
6.43E-05,0.000167012,0.000256641,0.000155905
0.000304218,5.64E-05,6.16E-05,0.000181747
0.000180561,1.34E-05,2.82E-05,0.000543662
0.00012025,4.39E-05,0.000203104,7.90E-05
0.000387279,0.000206562,1.04E-05,0.000204647
8.14E-07,0.000126807,2.80E-05,7.87E-05
3.81E-05,9.64E-05,0.000173777,5.30E-05
0.000212695,0.000114187,3.99E-05,8.34E-05
0.00011278,0.000356986,3.93E-08,0.001093962
5.45E-05,0.000281197,1.33E-06,0.000194899
0.000144734,9.32E-05,0.000169802,0.001119172
3.30E-05,0.000232779,3.48E-05,0.000295642
1.38E-05,3.68E-05,1.21E-05,4.91E-05
2.55E-05,0.000196393,4.11E-05,9.72E-06
1.67E-08,0.000100967,4.71E-05,0.000420564
0.00015824,0.000124162,7.76E-05,3.92E-05
0.000110405,3.97E-05,0.000410077,0.000255804
0.000844794,0.001193662,7.25E-05,0.000333021
5.42E-05,0.000656649,5.77E-06,0.000682224
0.000268506,0.000109317,0.00037546,7.18E-05
0.000281362,5.08E-05,5.95E-05,0.000238764
0.000108757,0.000166975,2.07E-05,2.75E-05
0.000567279,2.90E-05,9.64E-06,0.000731436
0.001294354,5.54E-05,3.15E-05,0.000466798
0.0006506,0.000152895,9.35E-05,0.001636563
8.78E-05,6.69E-05,5.49E-05,0.000576465
4.25E-05,4.42E-05,1.58E-05,0.001971235
0.000149341,0.000104487,7.77E-05,0.000114224
0.00010569,1.73E-05,9.11E-05,0.001387168
2.82E-05,0.000419161,2.89E-05,0.006224959
7.89E-05,0.000154053,0.0002296,6.68E-05
1.38E-05,0.000329202,1.39E-05,0.000392299
1.15E-05,0.000493197,2.36E-05,0.000100285
0.000144738,4.00E-05,0.000287194,2.64E-05
0.000385674,1.62E-05,0.000100582,8.44E-06
2.50E-06,0.000207216,0.000176373,1.17E-05
0.000112942,7.27E-05,0.000356895,0.00023709
0.00010214,2.69E-05,1.97E-05,7.81E-05
9.48E-05,0.000171527,0.000101463,0.000139333
0.000404619,7.75E-05,7.54E-05,0.000625786
1.36E-05,0.000246616,4.63E-05,0.00059185
0.000155332,7.59E-05,1.34E-05,0.000117956
0.000188074,0.000252115,8.83E-05,8.75E-05
4.35E-05,8.69E-06,2.04E-06,1.19E-05
6.00E-05,2.69E-05,2.04E-05,0.000274289
9.23E-05,0.00011813,0.000200191,0.000497536
2.59E-05,0.000125516,0.00018345,0.000241913
0.000221267,0.000469536,1.55E-05,0.000464647
0.000420997,6.96E-05,3.36E-05,0.000750923
0.000104375,7.20E-05,0.000104394,3.19E-05
2.32E-05,0.000423165,2.25E-05,6.36E-05
1.66E-05,0.000280503,2.49E-05,0.000301319
1.40E-05,1.17E-05,4.74E-05,1.76E-05
7.03E-05,0.000256677,7.75E-05,0.000193116
8.30E-05,1.41E-05,0.000147252,0.000436217
0.00040911,0.000190886,0.000210148,3.49E-05
1.03E-05,5.83E-05,5.99E-05,0.000517585
3.59E-06,0.000143378,6.00E-05,0.000356014
8.64E-05,2.58E-05,6.62E-06,0.00050761
1.07E-05,1.19E-05,1.15E-05,9.49E-06
0.00063319,2.24E-05,0.000144869,5.93E-06
2.05E-05,5.35E-05,3.16E-05,4.64E-05
0.00053201,1.70E-05,0.000311518,0.000380368
4.90E-05,0.000755901,0.000149694,8.02E-05
1.70E-05,2.39E-05,0.000160557,0.002263727
0.000229631,0.000509507,1.39E-05,0.000452545
0.000109164,0.000200145,2.07E-06,0.000296059
4.08E-05,0.000233635,0.000114896,0.000393218
1.62E-05,0.000282713,2.39E-05,0.000274457
8.15E-05,0.000333208,9.28E-06,4.19E-05
0.000309505,2.22E-05,0.000136274,0.000113019
0.000369171,0.000268367,9.05E-05,7.69E-07
5.64E-06,3.23E-05,1.72E-05,0.000379135
0.000298822,7.11E-05,7.22E-05,4.89E-05
0.000102377,0.000414729,9.95E-06,4.11E-05
0.000320337,0.000210353,1.22E-05,0.00048774
2.48E-05,0.00049206,0.000160791,0.000346172
5.86E-07,0.000143558,8.64E-05,0.001321983
5.56E-06,0.000124082,4.43E-05,7.53E-05
1.50E-06,7.26E-05,1.69E-05,0.001413815
0.000235949,2.20E-05,5.55E-05,7.93E-05
0.00012724,2.35E-05,0.000125978,6.67E-05
0.000194472,0.000104095,0.000692419,0.001636695
1.90E-05,3.86E-05,2.94E-05,0.000158962
1.01E-05,7.26E-05,3.05E-05,6.33E-05
0.000243719,0.001067731,3.01E-05,0.000469046
1.59E-05,6.11E-05,7.94E-06,0.000701474
0.000125377,4.25E-05,2.42E-05,0.000896181
3.00E-05,4.26E-05,3.63E-05,0.000124336
2.37E-05,3.00E-05,8.33E-06,0.001350259
1.35E-05,0.000253632,0.000334989,0.00030985
8.97E-05,5.67E-05,9.38E-06,6.42E-05
6.46E-06,0.000265753,8.51E-06,0.001108917
0.000861943,0.000613754,0.000113567,0.000301158
0.000292406,0.000294574,0.000123322,0.000134464
6.92E-05,5.72E-05,2.62E-06,0.001064892
7.95E-05,6.08E-05,4.91E-05,0.000153061
3.86E-05,8.13E-05,2.89E-05,4.36E-05
0.000146383,1.01E-05,6.80E-05,0.000285864
4.02E-05,5.88E-05,1.19E-05,0.000668172
8.84E-06,1.28E-05,0.000235774,1.76E-05
1.31E-05,6.20E-05,0.000228777,0.000305961
0.000106616,0.000130196,1.03E-07,5.14E-05
2.16E-05,7.50E-05,5.67E-05,0.000744362
2.28E-05,1.09E-05,0.000638427,0.000241103
1.98E-05,0.000181945,2.55E-05,0.000793542
0.000186174,0.000447702,0.000224075,0.000165399
8.92E-05,0.000260245,5.02E-06,0.000308652
0.000108241,6.00E-06,1.03E-05,9.47E-05
2.71E-05,5.91E-05,0.000952068,5.23E-05
9.80E-05,3.49E-05,0.000120392,0.000482177
1.82E-05,8.74E-05,2.41E-05,0.000504562
7.70E-05,4.41E-05,5.86E-05,0.000249079
3.42E-05,0.000460753,4.21E-06,0.000880595
0.000339741,8.25E-05,0.000225901,0.000175682
1.09E-05,0.000105472,0.000307009,2.75E-05
0.000237788,3.90E-05,5.30E-05,0.000131028
9.54E-05,0.000127967,0.000214403,0.000251747
0.000128059,5.49E-05,5.12E-06,0.000352686
8.64E-05,6.92E-05,1.46E-05,8.57E-05
0.000131168,4.96E-06,0.000304072,0.000469594
0.000110281,6.31E-05,9.48E-05,0.0001377
0.000136065,0.000448589,9.83E-07,7.27E-05
7.13E-06,0.000180254,0.000153255,7.22E-05
2.57E-06,1.51E-05,0.000296108,0.000598813
1.29E-05,0.000379528,2.72E-06,6.03E-05
7.69E-05,0.000436918,2.49E-05,0.000617271
2.66E-05,3.40E-05,3.22E-05,4.76E-05
1.25E-05,0.000714579,1.32E-05,0.000101843
4.08E-06,7.13E-05,2.42E-05,0.000315624
2.90E-05,2.75E-05,0.000151718,0.000123228
0.000124549,0.00138813,0.000512598,0.000113715
0.0002356,3.96E-05,0.000227987,0.000252352
9.87E-05,2.99E-05,0.000761206,9.95E-05
3.64E-05,3.95E-05,0.00050811,0.000167947
8.60E-06,6.24E-05,0.000149137,0.003473605
2.25E-05,0.00026046,7.17E-06,0.000121465
2.68E-05,4.85E-05,5.79E-05,0.000175347
0.000133217,5.40E-06,2.39E-05,0.000268232
9.05E-05,6.22E-06,6.27E-05,0.000181867
6.78E-05,2.13E-05,6.01E-05,1.82E-05
2.16E-05,0.000311856,8.90E-05,0.000130842
1.28E-05,0.000122721,3.50E-05,0.00073184
9.32E-06,0.000157781,7.96E-05,1.43E-05
0.00015799,6.05E-05,0.000121951,3.76E-05
0.000360527,0.000149378,3.75E-05,2.19E-05
7.19E-05,2.89E-05,2.22E-05,5.24E-05
