pbs.norovirus.ir,tsb.norovirus.ir,fbs.norovirus.ir,astm.norovirus.ir
0.00071951,0.001608878,0.000269123,0.000100255
0.001386779,0.002090757,0.000136771,0.000221651
0.00022711,0.000277603,0.000511781,0.001187113
0.000549951,0.002324264,0.000345404,0.000369883
0.000318974,0.001321366,0.000889162,0.003846228
0.000228619,0.000768981,1.46E-05,0.000272892
0.001493131,0.000952483,0.00068741,0.00182088
0.000658725,0.00044632,0.000116236,0.0009918
0.000795492,3.00E-05,0.0005441,0.000201321
0.000325311,0.000219867,0.000139832,0.001174548
0.000256979,0.000144784,0.000381008,0.001002095
5.22E-05,0.001658804,7.22E-05,0.002769268
0.001024456,2.42E-05,0.000303426,0.00103952
0.001101271,0.000382829,0.000582036,0.001248515
0.00032002,0.000656685,9.17E-05,3.77E-05
8.79E-05,4.91E-05,0.000268446,0.000170006
0.000529661,0.000271692,0.001465582,0.000367373
0.000219097,0.000345694,0.000390445,0.000787757
0.000876948,3.49E-05,2.57E-05,0.000594595
0.000358217,7.58E-05,0.000146551,0.001920764
0.000158304,0.000377161,7.98E-05,0.001572905
0.001342316,0.000114351,0.000900763,0.002118016
2.69E-05,0.000501997,0.000141221,0.000222292
0.00020846,0.000381936,3.09E-05,0.001467113
0.000175178,0.00047215,0.00010521,0.000676061
3.92E-05,0.000403568,4.77E-05,0.000499842
0.001719207,0.000212428,6.01E-05,0.001799693
9.47E-05,0.000175004,0.000119734,0.000716273
0.000273135,0.000245363,9.82E-05,0.000159743
0.001235868,0.000367211,1.43E-05,0.000368152
0.000203912,0.000126467,0.000943973,0.000170142
0.000578012,0.000450736,3.54E-05,0.001282414
0.000120064,9.79E-05,0.000109209,0.000151003
0.00051321,8.88E-05,0.000231739,0.000600909
0.00049295,0.000711004,0.000478185,9.85E-05
0.000102781,0.000184298,0.000689025,0.00200794
0.000232228,1.82E-06,0.000210804,0.001244158
7.53E-05,0.002472559,0.000265665,0.001205364
0.000776699,6.17E-05,9.89E-05,0.002312646
0.000632023,3.35E-06,7.30E-05,0.002845073
0.0014573,7.75E-05,0.000164418,0.00010117
0.000597947,0.000645356,6.25E-05,0.000506177
0.000598865,0.000183608,0.000148295,0.001622056
0.000321267,8.75E-05,5.04E-05,0.001170175
0.000155874,0.000577834,0.00016606,0.000268982
0.000243962,0.000355056,6.18E-05,0.00083267
0.000123132,0.000412241,8.39E-06,0.001388091
0.00027157,0.000432673,1.72E-05,0.00373576
0.000349798,0.000254289,0.000198745,0.001268894
0.000862582,0.00017268,3.38E-05,0.001888267
6.65E-07,6.41E-05,0.001776406,0.001343485
0.000215154,0.00125718,0.000158654,0.00105055
0.000111216,0.000355434,0.001464318,0.001526431
1.44E-05,0.000570847,0.000454072,0.001137835
0.000233608,0.000259648,4.55E-06,3.28E-05
6.08E-05,0.005464046,0.00028441,0.002100105
0.000180692,0.000257551,0.001116572,6.28E-05
0.000921116,0.000956252,0.000239133,0.000991495
0.000335777,5.05E-05,9.30E-05,7.75E-05
0.000938617,0.000246056,0.000105527,0.008495896
0.00024672,7.02E-05,3.26E-05,0.004660049
2.10E-08,0.000427306,2.80E-05,0.001508224
0.000465547,0.000337102,0.001303396,0.000440393
0.000210646,1.91E-05,0.001739223,0.00010548
3.53E-05,7.83E-05,0.000789908,0.001765422
0.00016901,0.000184531,0.00062783,0.006133855
0.000416339,4.64E-06,0.000135317,0.000104993
0.00049624,0.000199029,0.000106063,1.02E-05
2.08E-05,8.17E-05,0.000111079,0.000778701
8.80E-05,0.001637666,0.000150071,0.001246929
0.0003013,0.000111545,0.000121609,0.000833811
3.47E-05,0.000909763,1.69E-05,0.004912911
0.000456975,0.000181453,0.000372322,0.000818652
0.000184575,0.000247047,0.002816433,0.00264817
0.000323911,0.000494075,9.20E-05,0.003557124
0.000247655,3.67E-05,0.000353675,0.000290715
0.000105669,0.001213223,0.000184675,0.000138904
0.002963565,0.000160731,0.00047592,0.000597799
0.000783298,0.000191617,0.000743187,4.38E-05
0.000344091,0.002595684,0.00024138,0.005578957
0.000821449,0.00308419,0.000288846,0.013504054
0.000277859,0.003235568,0.00011183,0.000842378
0.000877937,0.000181129,2.60E-05,6.38E-05
2.01E-05,0.000765311,0.000612908,8.17E-05
0.000505693,0.004861349,0.000109154,0.003872431
0.000286701,0.000228301,6.07E-05,0.000344621
1.71E-05,0.000765559,4.39E-05,0.003917513
0.000195936,0.00021432,6.15E-05,0.002909763
0.000581024,0.000369191,0.000447801,0.003604572
0.000155431,0.000353441,5.65E-05,0.000303689
0.00018802,0.000305967,0.000348212,0.002589648
0.003270279,0.001144933,2.47E-05,1.65E-05
0.000652803,0.000202604,0.000132162,6.80E-05
0.000433808,0.000152778,0.000821332,0.002127051
0.000990731,3.43E-06,0.000269742,0.000901633
4.94E-05,0.000339475,7.00E-05,0.000509103
0.000162307,0.001444785,0.000472445,0.000803514
0.000443842,0.000417696,0.000562826,7.69E-05
0.003071733,0.000414798,0.000656816,0.000135716
0.002318486,0.000989505,0.000702301,0.00026485
0.000171431,0.000151292,0.00021937,4.73E-05
0.003907236,7.66E-05,7.96E-06,0.000248156
0.000330799,5.57E-06,2.02E-05,0.000905359
9.11E-05,0.000498384,0.000955804,8.75E-05
0.000690445,0.00011164,7.06E-05,0.001086706
0.001474683,0.00012724,0.000298485,0.000523089
0.000341875,0.001011824,3.97E-05,0.01274532
0.000133424,4.72E-05,4.92E-05,0.004292925
0.000472016,5.86E-05,0.000205915,0.000466032
0.000458636,0.00177019,0.000221365,0.000153997
5.58E-05,0.000903948,0.000115431,0.00132205
0.000534556,0.000419098,0.000310491,0.000443291
0.000247756,0.001207482,0.000992385,0.00126989
0.000248338,0.00016869,0.000205804,0.000354928
7.59E-05,6.70E-05,0.000218462,0.000626882
0.000695387,0.000205522,0.000302521,0.000729307
0.00249366,0.000132971,7.37E-05,0.002701952
0.000123299,0.001073975,7.27E-05,0.000603939
0.000263029,4.94E-05,0.000109611,2.90E-05
1.98E-05,1.70E-05,0.000940505,0.00041428
0.00281103,0.000201057,7.00E-06,0.000926977
0.000128042,3.31E-05,5.75E-05,3.71E-05
0.000141214,0.000158535,4.53E-05,0.001279561
7.74E-05,7.57E-05,0.000338369,0.00030149
0.001143387,8.12E-06,0.001381443,0.001367863
4.45E-05,9.74E-05,9.62E-05,0.001259468
0.000106974,3.15E-05,1.31E-05,0.000149501
0.000147257,7.47E-05,4.28E-05,0.001635475
0.000963204,2.34E-05,0.000250134,0.001242755
0.000299916,0.000983563,0.000117869,0.000256094
3.84E-05,0.005816229,0.000179172,5.91E-05
0.000470481,0.000561998,0.000119658,0.001420405
0.00049157,9.50E-05,4.52E-05,0.000418553
0.00141602,0.000348667,0.00017845,0.000906518
0.002656284,0.000827307,4.38E-05,3.66E-05
0.000427229,0.000168975,0.000127696,0.000227566
9.61E-05,0.001753667,0.000417281,0.001292258
0.00077647,0.000477295,0.003978443,0.000559963
0.000512817,0.000109342,0.000723308,0.000725831
0.000439997,0.001906979,0.000808538,0.00090192
0.000330084,0.00035843,7.78E-06,0.001570183
0.000314043,0.000106724,0.001584497,0.000693722
0.00016093,5.56E-06,0.00109326,0.002017831
0.000381601,0.003386779,0.003820913,0.000389302
0.000341474,0.000548379,4.80E-05,0.000126325
0.001731136,6.50E-05,0.000367143,7.83E-05
0.000895839,0.001544346,0.000399582,0.004541703
0.001347253,0.003109093,5.64E-05,0.000992635
0.00078896,9.31E-05,0.00011668,0.001153541
0.000987329,1.62E-06,0.000414257,0.00106332
0.00077025,1.50E-05,3.51E-05,0.000184872
1.08E-05,3.19E-07,1.60E-06,0.00139054
0.000145522,0.000106185,0.000855307,0.000121631
1.65E-05,0.000425479,8.07E-05,0.003151778
0.000555744,0.000689585,4.85E-05,0.00144708
0.000146081,8.37E-05,0.000153168,0.000592203
0.000486666,0.002225574,0.00015045,0.000667845
0.00012283,6.39E-05,0.000250476,0.001497027
0.000105859,0.000802124,0.000665302,0.001566043
3.11E-05,0.002207806,0.001009947,9.52E-05
0.000448657,8.10E-05,0.000288913,0.000758816
0.000221607,2.37E-05,0.000271248,0.003829653
0.000448188,0.000128677,5.60E-05,0.000430121
9.37E-06,0.000198253,0.000291696,0.000805243
0.000477103,0.001150211,0.001664783,0.001086888
4.19E-06,0.000413218,0.000148397,0.008770476
0.000342699,0.000756149,0.001938426,0.000215622
0.000349302,9.64E-05,0.000139997,0.002119687
1.47E-05,1.41E-05,0.000237693,0.003222133
5.02E-05,0.000106409,3.11E-05,0.001212814
0.000823758,0.00147566,0.000175224,0.000459322
0.001974169,0.000514919,0.000213886,0.000747888
0.000130178,4.07E-05,3.78E-05,0.003151558
0.000239061,0.000159387,0.00039589,0.001523598
8.74E-05,0.000859219,5.41E-05,0.000483994
0.000691741,2.60E-05,0.001249339,0.000270376
0.000107878,0.000173966,0.000589645,0.007924301
0.00024265,0.000545023,0.000749339,0.001278826
0.000293342,0.00200231,0.001870481,0.000264037
0.000236446,0.000334533,0.000694051,0.010090214
0.000816004,0.000767851,0.000694905,0.000696002
5.25E-05,0.000534336,7.68E-05,0.000791488
0.00075461,2.66E-05,0.000154634,0.008033918
0.00046044,0.000212453,4.34E-05,0.001858848
9.16E-05,3.48E-05,0.000159747,0.000786721
0.00027484,0.00046256,0.00105337,0.001951574
3.71E-05,0.000775409,0.00028309,0.002853479
0.001034449,0.000316014,0.000779158,0.000423162
0.001590554,0.00087162,0.000117449,0.000633953
0.002107438,0.000400468,0.000255346,0.000455239
0.000308808,0.000666085,1.91E-06,0.000307776
0.000217053,0.000256866,0.004487933,0.000119674
0.000739413,8.34E-05,4.91E-05,0.00223052
0.000103931,9.38E-05,9.35E-06,0.002524209
0.000183375,0.003741741,0.000180804,3.16E-05
0.000453095,0.000703422,0.000233805,2.42E-05
0.000225719,0.003327528,0.000344538,0.000299596
0.000234846,5.87E-08,0.000117853,0.000987174
0.002631779,0.000390865,0.000119513,0.001056838
0.000323772,1.36E-05,0.000325181,0.002378954
0.000172929,0.001402277,9.83E-05,0.000940168
0.000364892,0.000312611,7.18E-05,0.001614246
0.000132375,0.000160011,6.58E-05,0.001687126
0.000837821,0.000280367,0.000170343,0.001139005
0.005212102,3.61E-05,0.000177067,0.003525606
0.000382369,5.35E-05,0.000279057,0.001476578
0.000369108,0.001353286,1.33E-05,0.000489684
0.000222954,5.15E-05,4.62E-05,7.12E-05
0.000210828,0.000864073,0.000713095,0.000283653
0.000197447,0.001048464,0.000253493,0.000153763
0.000253462,0.000265479,4.91E-05,8.07E-05
0.00074054,0.000673519,0.000587563,0.001950264
0.000511096,0.004030116,0.000395225,0.000298071
0.000101276,0.000764854,1.91E-05,0.000835646
0.001004377,6.00E-05,0.000140322,0.000982658
0.00062448,3.42E-05,0.000272858,0.000198219
0.001021235,0.000212728,0.000605483,0.001900425
0.000309535,0.000175686,1.74E-05,0.003533483
3.13E-05,0.000460253,0.000328341,0.000896774
0.00055654,0.002000361,1.39E-05,0.000439313
4.87E-05,0.000236228,0.000345259,0.001721137
0.0001154,6.65E-05,0.001904542,0.000586165
0.000211288,0.000502929,0.000397815,0.00044291
0.001440685,0.000306112,7.02E-05,8.00E-05
0.000108773,6.79E-05,0.000528115,0.002797103
7.89E-05,0.000218527,0.000121817,0.002336443
0.000670952,0.001747445,0.000733605,0.000203453
0.000634759,0.001760993,0.000244934,0.000911658
0.000317478,0.000364056,0.002054711,0.007127204
0.000109885,0.000509998,0.001362546,0.000486186
0.000850894,0.001340297,0.00074862,0.002025494
0.000267879,0.00016058,0.001326797,0.001361719
0.000141384,0.000149744,6.66E-05,0.000931462
0.00047305,7.36E-06,0.000132254,0.000169071
0.002180942,2.99E-05,0.000697881,0.001594554
0.000787025,0.00037565,0.00018543,0.001429276
0.000280021,0.000433535,8.31E-05,0.00269292
0.000156446,9.77E-07,5.53E-05,0.000930401
0.001150258,6.81E-05,0.000224584,0.000468822
5.48E-05,0.000630596,0.001620865,0.000103412
0.000760737,0.001160816,0.000331285,0.000199035
0.000336898,0.000117805,0.000210553,0.002304503
0.000182285,0.00344606,0.000275855,0.00101861
0.000211741,0.000116319,0.000149408,0.000809746
0.000163717,0.001409818,8.37E-05,3.56E-05
0.000682523,2.03E-05,0.00115998,0.000521374
9.77E-05,0.000433947,0.00018971,0.001611582
0.000101056,0.001677137,0.001248283,0.00236018
0.000642897,0.000121606,0.000104708,0.000496036
0.000367301,3.07E-05,0.000362421,0.000340865
0.001516709,0.000117958,0.000243819,0.002484547
0.000559707,8.93E-05,0.000141033,0.006134068
0.000116809,0.006968071,0.000245814,0.00186003
0.000263861,0.000538017,0.000878813,0.000213161
0.00132938,0.000259609,0.000344843,0.000586873
6.37E-05,0.000167741,4.08E-07,0.001068145
0.001469224,3.35E-05,8.30E-05,0.000825423
0.001708954,0.000154299,0.000777793,0.000717079
0.000822087,4.98E-05,0.00045007,0.000963227
0.000180785,7.55E-06,0.001333946,0.000304257
7.13E-05,0.001333612,6.51E-05,0.001437293
0.000393597,5.51E-05,0.002221231,0.00083012
4.72E-05,1.80E-05,5.80E-06,0.000831571
0.000119499,0.000322182,0.000948723,0.000443426
0.000199306,0.000116483,0.001062766,0.00020633
0.000725464,0.000505581,0.001387834,0.002448441
0.001030001,0.000315798,0.000201148,0.005113366
0.002045805,0.001712971,0.000342683,0.002155108
0.000581962,0.000291822,0.000577825,0.005186269
0.001455853,1.75E-05,0.000270056,0.000298505
0.000541787,0.001455839,0.000477528,0.000679121
6.59E-05,3.04E-05,2.49E-05,0.000916025
0.000310907,0.000144235,0.000910431,0.002905156
0.001864706,0.011639391,0.000553554,0.000542754
0.000881611,0.000145231,7.45E-05,0.000508444
0.000296381,0.000199378,9.96E-05,0.001729593
0.000369917,0.000122511,1.50E-05,6.70E-05
4.69E-05,0.000163874,0.000120067,0.005141693
0.000508306,0.000790634,0.000857415,0.001885797
0.000781688,5.32E-05,2.97E-05,0.000367714
0.000884448,0.000325646,0.000340784,0.000470615
0.000125459,0.000762401,0.000509735,0.003518094
0.000203855,0.000370139,0.00043237,0.000689998
0.000325278,0.000387989,0.000618461,0.000717954
9.24E-05,0.000311449,0.000371935,0.003485605
0.000744668,0.00110275,5.25E-05,0.009314258
0.000336633,9.80E-05,7.61E-05,0.000807364
0.000401171,2.41E-05,1.82E-06,0.005623528
0.00465744,0.0003462,3.01E-05,0.0008084
0.000396951,0.00020322,0.000262552,0.004893072
0.000157954,4.78E-05,0.000216199,0.000111536
0.000147849,0.001296679,0.000604345,0.002474753
2.65E-06,0.00029966,3.39E-05,0.000520169
0.000351667,0.000556125,0.000128103,0.000731135
0.000219128,0.000748401,0.0015702,0.00087144
0.000120489,1.07E-05,0.000525041,0.000264867
0.000119342,1.63E-06,2.55E-05,0.000170679
0.000129973,0.000235282,0.000334016,0.000646785
0.000230455,3.71E-05,0.004707381,0.003130761
0.000976712,0.000240394,0.000377454,0.002587793
0.000410233,0.000340206,0.000402302,0.008863265
4.39E-05,9.00E-05,0.000411767,0.000528286
0.000214367,0.000224324,7.79E-05,0.000151287
0.000153617,0.000750389,0.000641794,0.00956844
1.53E-05,0.002044468,0.000407086,0.002046126
0.001297818,0.000630406,0.000117207,0.000645786
0.000279721,0.000258849,0.002721262,0.00016699
0.000203381,0.000109103,0.000454677,6.86E-05
3.36E-05,0.0007466,0.000406893,6.84E-05
0.000826728,0.000265105,9.66E-05,0.001201907
0.000185535,0.000233848,0.001237719,0.002238881
0.003073521,0.000832582,0.0001397,0.002643943
5.99E-05,1.45E-05,0.00055986,0.00041825
0.00057607,0.000568116,7.25E-05,0.000583992
0.000115136,4.13E-05,0.001043825,0.002239501
0.000285256,1.50E-06,0.00021794,0.000412191
0.000220045,0.000836561,0.000303764,0.000937985
0.002048351,0.000208784,0.00069775,0.000811597
0.000181059,1.49E-05,0.000111601,0.002233043
9.44E-05,0.000355977,0.000169743,0.001770472
0.000545575,0.003286827,4.68E-05,0.00042892
0.001973948,0.000911436,0.000201133,0.002170729
8.76E-05,0.00022541,0.000129977,0.005048706
0.000238753,0.001888741,0.00054705,0.002708658
0.000277736,1.20E-05,4.51E-05,0.000381672
0.000358786,0.001053208,0.00068514,0.001290966
0.000522396,7.63E-05,0.000474141,0.001211544
0.001676753,2.64E-05,0.000164534,0.00675207
0.000179983,0.000157576,9.73E-05,0.001447006
0.001688302,0.000303195,8.25E-05,0.000618363
0.000122209,0.001131261,0.000158547,0.000227644
0.000962394,0.000294601,0.000301131,0.007902915
8.95E-05,0.000183378,0.000619713,6.70E-05
0.002092613,0.0002212,0.000226656,0.000937966
9.96E-05,2.34E-05,6.28E-05,0.002502054
0.000528003,0.000119698,0.000446425,0.007277743
0.000338551,0.000810551,0.000160314,0.000368122
0.000585754,0.000521985,3.05E-05,0.000581199
0.000655128,0.000495446,5.00E-05,0.000635242
0.000741803,0.000476915,0.000254171,0.002171545
0.000225529,0.00196789,0.000454454,0.001325661
0.000353178,0.000762952,0.000152739,0.000418035
0.000139077,9.90E-05,0.000413058,0.000260668
0.000487669,0.000876122,0.000170257,0.002729385
3.84E-06,4.41E-05,0.00027032,0.000654769
0.001880729,0.001261098,7.70E-05,0.000999548
0.000314576,0.002441961,0.000709251,0.00030542
0.000653949,0.00179698,0.000792998,0.000853068
0.000139165,1.21E-05,6.88E-05,0.000837476
0.000699078,0.000113518,0.001864054,0.003703864
2.84E-05,2.02E-05,0.000353087,0.000282643
0.000151875,0.000265658,0.000136967,0.00089817
0.000279565,5.38E-06,0.002800606,0.003780471
8.74E-05,0.000604955,0.000122431,0.0040558
8.97E-05,1.35E-05,0.000294531,0.000848633
0.000348544,0.000525243,0.004262452,0.001191496
0.000619341,0.000265121,0.000565927,0.002015897
0.000303056,0.000148428,0.001503511,0.002349455
0.000271024,0.002266088,0.000165541,0.000663529
0.001012342,2.16E-05,0.002809116,0.00062415
5.77E-05,8.02E-05,7.50E-05,0.000461142
0.00018856,0.000286153,0.001208689,0.004239124
0.000686515,0.002726939,0.000233194,0.000841639
4.50E-05,0.000656383,0.00021248,0.000441058
0.000352104,0.000687222,0.000371315,0.000654907
2.87E-05,0.000146596,3.14E-06,0.002982485
4.47E-05,0.00061771,0.000202294,0.000732389
0.000693218,0.000620584,6.34E-05,0.000194574
0.000412463,0.000501023,0.000766071,0.000539209
0.000709713,0.001701082,0.00011816,0.0004248
6.89E-05,0.001821285,0.000174588,0.002220605
0.000556567,3.22E-06,0.000125091,0.00013501
0.000241066,0.000688926,3.90E-05,0.001488177
0.000419498,0.001022523,3.71E-05,0.004020974
1.33E-05,0.002207817,0.000914541,0.003866637
7.38E-05,0.000318622,0.000156991,0.000191461
0.000270236,0.000268921,0.000230043,0.001069404
0.001545409,0.000129097,0.000469236,0.000328989
0.000417028,0.000648339,0.000421723,0.001212281
0.001192475,4.93E-06,2.03E-05,0.000861635
0.001947561,0.000841711,4.23E-05,0.000245311
0.000180045,3.60E-05,0.000214446,0.000258736
0.000144887,0.000695663,0.000816636,0.00082182
5.79E-05,8.56E-05,8.63E-05,0.000805723
6.23E-05,0.000119171,0.000270744,0.000412757
0.001598831,0.002876414,1.53E-05,0.012451214
0.00018727,9.98E-05,5.49E-06,0.003076729
3.73E-05,0.000107697,3.22E-05,0.00118909
0.000440125,0.000161579,4.62E-05,0.002754402
0.002032056,0.000878896,0.0002277,0.00016516
0.000747184,0.000743211,0.000494344,8.57E-05
0.000112278,0.00010391,6.41E-05,1.83E-05
1.87E-05,8.28E-07,2.92E-05,0.003366734
0.000483591,1.12E-05,0.00021981,0.000391918
0.000170078,6.95E-05,2.96E-05,0.004254562
0.000436213,9.03E-06,4.07E-05,0.000495167
0.000198046,0.000921482,0.000164015,0.011257412
0.000312441,0.00058157,0.001009698,0.000334537
6.58E-05,0.00011635,0.000275142,0.001310896
0.00259329,0.000273531,0.000285485,0.000680942
7.12E-05,0.000314793,8.09E-05,0.000318587
6.15E-05,0.003078382,0.000136207,0.005277194
0.000101469,4.46E-05,9.49E-05,0.001805097
0.000553825,7.24E-05,0.000262532,0.001876063
1.15E-05,0.000236999,0.000123126,0.000527941
0.000186889,0.000837556,1.90E-05,0.009435792
0.000448512,0.000356903,0.000467735,0.000152231
0.000422128,0.000330202,0.006914154,0.001197964
0.000279932,9.35E-07,0.00023742,0.013094489
5.68E-06,0.000728989,2.88E-05,0.013670187
0.000257498,0.000108795,0.002823121,0.002304523
0.000821094,0.000271588,0.000452952,0.002039139
0.000197462,0.000862468,4.00E-05,0.000612306
0.00024958,0.001484435,5.97E-05,0.004303749
0.000106286,0.000468269,0.002695988,0.003662971
0.00010074,4.91E-06,0.000164626,0.000705161
0.000522389,6.54E-05,1.44E-05,0.000854375
0.00011269,0.000263073,2.28E-05,0.001077698
0.000983636,0.002985025,0.000343602,0.000286853
0.000582563,0.000112865,5.04E-05,0.001337128
0.000428285,0.000461253,2.99E-05,0.00544448
0.00088964,0.000210996,0.000276152,0.00055855
0.000452367,0.000250249,0.000147108,8.62E-05
0.002682676,0.000421888,0.000344256,0.00499456
0.000329626,0.001341187,3.16E-06,0.002836084
1.66E-05,2.70E-06,0.00232836,4.59E-05
3.24E-05,0.001078051,5.88E-05,0.002916341
6.53E-05,0.001082732,0.000570651,0.000102561
0.000159703,0.000281619,0.000101587,0.003404812
4.50E-05,0.001454948,0.000371403,0.000139976
0.000420035,0.000215871,0.000532784,0.000843147
0.000314592,7.34E-06,0.000371826,0.00144696
0.00059459,0.000211403,0.000421982,0.000898632
0.00040302,0.000306217,0.000271727,0.015066467
5.03E-05,0.00104098,0.000488441,0.001021683
0.000475101,0.002428941,2.85E-05,0.000168692
0.000118001,0.003379709,0.000554747,0.001945274
0.000156168,0.001661818,0.000180359,0.001327894
0.001266976,6.71E-05,0.000686413,0.002843808
0.000384053,7.71E-05,7.39E-05,0.001039447
0.00020735,6.73E-05,0.000356739,0.001100113
0.000150339,8.94E-05,0.000123653,0.001478188
7.15E-05,0.000106423,0.00036495,0.000556278
0.000595745,0.000653009,0.000634452,0.001963593
0.000380081,0.00059072,2.00E-05,0.000220794
4.91E-05,0.00068161,0.000311249,0.004372596
0.000198215,0.000268416,2.18E-05,0.000844736
1.22E-05,6.99E-05,0.000162029,6.18E-05
0.000398098,0.000211051,6.81E-05,0.002132246
0.000205862,2.89E-05,4.02E-05,0.000532693
0.000553731,0.000268391,0.000110834,0.000435505
0.000659099,0.000738104,7.91E-05,5.47E-05
0.000841031,6.89E-05,0.000204319,0.000712609
0.000104384,0.00035145,0.000746566,0.001522937
0.001689816,0.000352414,0.000618407,0.003973228
5.02E-05,7.51E-05,0.000203608,0.008841167
3.95E-05,0.00015964,0.000741381,0.000432858
0.000791235,0.000265628,0.00025877,0.000739246
0.000182929,0.000165603,7.00E-05,0.000284828
0.000748799,1.48E-05,3.14E-05,0.000637163
0.000431349,0.000164998,3.24E-07,0.000542476
0.000338971,3.17E-05,1.03E-05,0.004791547
0.000481325,0.007173368,2.00E-05,0.002176887
2.21E-05,0.000346894,0.001855543,0.000427815
0.000182096,0.000187738,0.000226174,3.88E-06
0.000499909,0.000113721,0.000522311,0.000339046
0.000456614,0.000893579,0.00109154,0.001038865
0.000240754,2.35E-05,0.000137567,0.003491535
0.000232335,0.000155269,8.65E-05,0.001239021
0.000206961,0.000236675,0.000259151,0.000394819
0.000554543,8.88E-06,0.001548549,0.004545964
0.000327767,0.000123859,0.000299858,0.00070733
0.000268548,0.003558298,0.000134895,0.00037497
0.00103115,0.0001862,0.000461983,0.004138365
8.55E-05,0.000321476,0.000103073,0.000258607
2.38E-05,0.000209121,0.000210758,0.00041606
7.87E-05,0.000210028,0.000402387,0.000847252
0.000295967,0.002252779,1.07E-05,0.000255245
0.000422637,0.000397503,0.000268688,0.0008653
0.000363451,0.001502195,0.000780686,0.00033782
0.000597354,0.00016857,0.000119821,0.000514965
0.002027944,2.86E-06,0.000142688,0.001242672
5.12E-05,0.00087023,0.000657711,0.002365021
0.00021401,0.000687021,0.000219614,0.000189517
0.001118933,0.001437158,1.87E-05,0.00074222
0.000822145,0.000365389,2.69E-05,0.00042421
0.000419284,0.000195837,5.23E-05,0.002299511
0.000476637,0.000568483,0.000606783,0.002935933
0.000252605,0.000106979,0.000466832,0.001596314
0.000116328,8.08E-05,0.000258969,0.000130053
6.77E-06,1.32E-06,2.55E-05,0.002352958
0.000777898,8.30E-05,0.000255384,0.000230092
0.000540897,0.000192555,0.000676235,0.002981015
8.83E-05,0.000380338,3.50E-05,0.00104395
0.000213282,0.0003236,5.83E-05,0.00352607
0.00193327,0.000721612,0.000281977,0.002330397
2.40E-05,0.000108703,7.19E-06,0.001948008
7.84E-05,0.000898373,0.000568757,0.000698947
0.001540878,0.000178644,8.96E-05,0.000184109
0.000283407,0.002137693,0.000292548,5.65E-07
0.000862267,0.000661478,0.000211594,0.001587994
3.33E-05,0.0007323,1.41E-05,0.000601278
2.23E-05,0.000304858,0.000231959,0.000411622
0.000113312,0.001024714,0.000351251,0.002533098
0.000264127,0.000435003,1.49E-05,0.000833126
0.000347243,0.00012954,4.79E-05,0.000386167
9.58E-05,0.000233401,0.001753095,0.003688542
0.002047904,0.000247579,4.20E-05,3.51E-05
0.002225455,0.00148262,0.000456228,0.000904219
0.000100959,0.000701038,9.59E-05,0.000397951
0.000333592,0.000270892,0.000336062,0.000304813
0.00015032,0.000219225,0.001962024,0.000543051
0.000744142,0.000275198,0.000457657,0.001701939
0.000627023,9.87E-05,0.000760219,0.000316422
0.00608787,0.00069336,0.000339411,3.56E-05
1.81E-05,8.92E-05,0.000111765,0.00029337
2.93E-05,0.000490724,6.11E-05,0.001093591
0.000812176,0.000116692,7.18E-05,0.000484425
0.000466834,4.26E-05,0.000409833,0.000633139
6.28E-05,0.000465657,0.000458017,0.008755146
0.000572067,0.001308979,0.00024858,0.000487736
7.43E-06,0.00057245,1.15E-05,0.001724642
4.01E-05,0.001390493,0.001364781,0.000114408
0.000113849,0.000580815,4.13E-05,0.00026569
8.19E-05,0.000751733,0.000555571,0.000854784
0.000436027,9.35E-05,0.000105775,0.000361247
0.001415878,1.99E-05,0.00021365,0.000342602
0.000438834,0.000859585,0.000229461,0.000825386
0.000392049,5.40E-05,5.77E-05,0.001164665
3.62E-05,1.86E-05,0.000113896,0.000369546
3.47E-05,5.27E-05,6.91E-05,0.000134745
0.000327105,0.012801104,0.000195012,0.000375137
0.000183259,4.25E-05,0.000104235,0.000749221
0.000523442,0.000280312,0.000138563,0.000275369
0.000324404,0.000124073,0.000588198,0.002261593
0.000181471,0.001356816,4.61E-05,0.005904546
0.001085226,1.10E-06,0.001440051,0.000830958
0.000112957,0.001235779,0.00042911,0.003435894
0.000316669,0.00100319,0.000431439,0.000392908
0.001288469,0.000974987,0.007051526,0.000181512
8.61E-05,0.000509714,4.97E-05,3.70E-05
6.33E-05,0.001468432,0.000246868,1.82E-05
0.000451416,8.47E-05,3.30E-05,0.000175142
0.000265007,2.28E-05,0.00033734,0.000265204
0.000226336,0.000912491,8.30E-05,0.000947008
0.000410972,0.00020951,0.000604945,6.72E-05
0.000478616,0.000251823,3.30E-05,0.000385069
0.000779505,0.000224827,0.000166282,0.001333027
0.000254648,0.000632215,5.75E-05,0.003432607
8.94E-05,0.000148406,0.001344049,0.007939273
0.000396801,0.003491105,2.17E-06,6.99E-06
2.52E-06,0.000206237,0.000498221,0.016251168
0.000958653,0.001630968,0.000283547,8.28E-06
6.74E-05,8.25E-05,4.66E-05,0.000995676
0.000113283,0.000891536,6.48E-05,1.95E-05
0.000813002,8.43E-05,0.000750366,0.001977429
0.000251199,0.000414228,3.55E-05,0.004717544
0.000804359,0.000464731,0.000560918,0.002614578
0.000118508,0.000311069,0.000310315,0.000297279
7.76E-05,3.81E-05,0.000134467,0.003607602
0.001324856,0.000303074,0.000317993,0.002149557
