"Variable","N","Mean","Std. Dev.","Min","Pctl. 25","Pctl. 50","Pctl. 75","Max"
"adenovirus.ts","10000","0.112110424711431","0.081723810485501","0.042046844233594","0.056546287848245","0.080033330331063","0.134535914864041","0.465937989362376"
"adenovirus.ts.gc","10000","43.9824822157647","1.00760359562291","39.8505457065197","43.2932428493659","43.9690446327083","44.66979889753","47.4899963662693"
"ts2h.c.adenovirus","10000","0.000988432124022","0.000894234157671","9.1717371808e-05","0.000432785363138","0.000690977110082","0.001217296639764","0.009162833730329"
"ts2h.adenovirus","10000","0.004606151410381","0.005918106152134","2.435446852e-06","0.001224913742734","0.002717594315636","0.005571940355792","0.089660867030613"
"ts.adenovirus.ir","10000","0.00278562562429","0.003557072420578","1.478315146e-06","0.000743246297366","0.001648219940427","0.003376454709068","0.052969658099406"
