"norovirus.ts","norovirus.ts.gc","ts2h.c.norovirus","ts2h.norovirus","ts.norovirus.ir"
61.6128072856348,31815.2436871585,0.0580313259152646,0.439543969976679,0.00140471938627695
55.0815875564825,36181.3089963512,0.0487997903948494,0.30810456283313,0.00098685062305659
191.35687758335,26871.0156876861,0.509252608842199,2.96939327034132,0.00910492126563778
131.712967392071,30734.3493648624,0.30938390532168,1.89963509634338,0.00592573852708023
51.9013635050399,34169.0624771715,0.120091429992445,0.285003153980303,0.000913215105254772
202.780670531997,34613.876095033,0.474138077939538,3.22287542406928,0.00984264321317785
289.050162326936,31737.6418225933,0.49767129837131,2.41117927444922,0.0074594746918647
68.6573269658465,27049.8523678888,0.0437175431217192,0.215259906993382,0.000690559043268757
34.7534704326463,34538.5260636534,0.026039856646481,0.0832593893910031,0.000267699009249944
99.9432822536492,32972.2344106126,0.176156488249133,0.157932917980102,0.000507146846256079
41.0370327264329,33999.7786586273,0.0559230945231538,0.180308052669132,0.000578776461858999
38.5789478834665,32201.8121529858,0.0321239002021193,0.0825026867656202,0.000265269450823058
62.6119294018994,37680.3682843777,0.0800595517044825,0.782009488172541,0.00248483564972191
73.3588603732783,34527.2808012953,0.124843913948811,0.883424264765204,0.00280232433406769
64.7176908722881,32208.2798596367,0.0142319900406824,0.0432219062874902,0.000139063810019269
47.2409916604778,33729.1364478479,0.0317742040447041,0.163766418100525,0.000525826907807447
256.848275740143,30847.2051857228,0.435394595978537,2.46164150936363,0.00760941914367408
57.3588804751873,28420.8202401155,0.0283284251999545,0.0531880708353505,0.000171100220752729
128.303147670491,32089.8519742399,0.158658925434867,1.10855467276504,0.00350330460660919
65.1215979101869,30823.0643837998,0.0147601238266075,0.0395723753064001,0.000127329602439774
70.3247088423922,29763.2800070049,0.022352723652157,0.0448997888490881,0.000144458155831528
52.7949653282653,28331.0380331958,0.0224236790386866,0.110214718097817,0.000354204098742428
31.9439266234652,30888.0813529164,0.0130188185324756,0.0276135583286225,8.88685957616264e-05
141.12139570435,32504.3023960236,0.0163677851626277,0.0538116447801364,0.000173104347954478
46.7278939671656,28092.9825663808,0.0158257418639987,0.0349179476501877,0.000112362264870547
34.8671765816981,25841.3932466979,0.0347973719076082,0.0847884557441973,0.000272608218202186
142.819925189822,29858.421961435,0.114444626973435,0.463908806950715,0.00148197594887567
188.142361883197,29611.4136230858,0.137047200070163,1.07694649008098,0.00340520258789367
114.447634249258,26875.395561336,0.144791372118691,0.813794598790768,0.00258445746540159
115.018502014204,34926.6085294068,0.0323346198955986,0.0864678530086653,0.000277999783585892
52.4629330112161,27745.1608107526,0.0673445984608961,0.381325588549409,0.00121986193187074
181.715641808155,36352.3548521516,0.141393009663004,0.286662609427638,0.000918506524530183
196.321199976952,34188.398878116,0.234578494146014,0.863660081901829,0.00274053477711167
48.0744203237104,35359.5950714972,0.140598509908406,0.860418612503336,0.00273039696099064
43.1110408422018,29701.6480541372,0.0308411816762819,0.0810278926894577,0.000260534123422862
37.3281263946794,31824.9809921292,0.0597427727005096,0.316707602863448,0.00101425801378663
33.4197708462197,28216.569916361,0.141496537798054,0.833770589192754,0.00264701278680757
47.3378782768072,27727.2762235423,0.0683966429947082,0.47726547963392,0.00152430067048159
96.7145135720735,30139.7479271443,0.149060725494638,1.03556214376793,0.00327660321437018
96.8984031781443,32755.2259539586,0.0768582251535483,0.378401743634629,0.00121056843077283
56.0705324724221,36090.4894800148,0.054973342807749,0.384535860846535,0.00123006479114052
95.6369770297193,37347.663178334,0.238089826008592,1.30877823012036,0.00412236581057923
53.3984972075059,33141.667671008,0.0327731061037401,0.217845785980412,0.00069882389814746
86.2639233275679,35901.6527052408,0.127327919366613,0.624113647390956,0.00198838259826251
173.898697740431,29328.2077057122,0.0222658842675121,0.0613107098331518,0.000197202528995244
44.4880688372835,29424.2082745273,0.0154647069403163,0.0938255736145007,0.000301617496423323
62.6292967600918,26400.9318164747,0.0521165142537595,0.333275874168912,0.0010670183989
45.0012762841288,31218.5876943173,0.00112132401951106,0.00608691479488551,1.9596696472779e-05
65.9958303258782,30020.2037704908,0.0709623741936373,0.0452317789212739,0.000145525458078111
38.0287180914304,33509.5188826658,0.123394727626769,0.50235156166053,0.00160374218954806
