"adenovirus.ts","adenovirus.ts.gc","ts2h.c.adenovirus","ts2h.adenovirus","ts.adenovirus.ir"
0.153187581214404,42.9220890642806,0.00142218075636636,0.0090000482094799,0.00544813405545164
0.0614471991157841,44.0390070487773,0.000338111375435723,0.00116785841377036,0.000708638853963994
0.0462949934751881,42.8315815460208,0.000567728679054946,0.00342492727138705,0.00207677137371376
0.121120260649077,43.113908819246,0.0018366833607885,0.0106244320496855,0.00642827988908912
0.220855304357718,42.8868127061737,0.00149057100263335,0.00281671341116392,0.00170828425916447
0.0612782786887221,44.7914627959007,0.000604756072640891,0.00214241167930835,0.00129959867860829
0.0771277191858505,44.3610863853263,0.000938142432753728,0.00458212155980966,0.00277748342259276
0.0534048297396846,44.1733606325459,0.00112151171998635,0.00322995748136423,0.00195866350143248
0.0470443884549651,45.2026059444261,0.000142511335389083,0.000134310536774061,8.15231726274401e-05
0.218852505916964,43.6408785246295,0.00283349253275959,0.0163044642057152,0.00984799751229948
0.12375809165919,42.8149106228809,0.00154202159858966,0.00395275177603618,0.00239644425969854
0.0804499868379227,43.5606012497808,0.000651739865973472,0.00192214307537672,0.00116606046928569
0.116095039391044,44.8781183173922,0.00149015477562245,0.0113118203961641,0.00684275597452511
0.0741231443368188,44.7151977545362,0.000313772070287086,0.000601308546584532,0.000364927685465144
0.132688039862227,44.6274759596594,0.00079550492831707,0.00238854077088575,0.00144879373151241
0.158856950387376,44.7480474085357,0.00116851522778151,0.00294905531194839,0.00178847534286652
0.0965657293934031,43.3361087209466,0.000968564775400775,0.00362205879772841,0.0021961745621909
0.0489088521938122,43.9731075019436,0.000454625995028244,0.00300248613465516,0.00182084932251858
0.0713681545156489,42.7802341682154,0.000667076129486387,0.00183870899285342,0.00111547375477128
0.0533524318467323,45.7743296133614,0.000300488131581295,0.000711365595209058,0.000431705704556529
0.0513723659089339,46.2960776556256,0.000552008474360344,0.00521363504034279,0.00315967415919904
0.0578344684432449,43.2966686202087,0.000338355851811455,0.00176130456471854,0.0010685405742995
0.151473530189087,43.9585646186811,0.000489821037391525,0.000602958613488126,0.000365928910066038
0.143124768991509,43.3876384881457,0.000799211306251156,0.00273715221197766,0.00166007194637208
0.193568475673102,43.7436353466525,0.00165035668350962,0.00311979847809818,0.00189192572421593
0.0814570973034466,43.3288602855872,0.000333719336155277,0.000865056721305773,0.000524951594504275
0.0883988856536381,43.639937432166,0.000975850356187824,0.000964326796338344,0.000585175083614997
0.0461470139525947,44.7334259536243,0.000799716435539073,0.00432246940472311,0.00262029993401625
0.188420848161699,42.9076703611686,0.00168284583434055,0.00198146452137841,0.00120202595183749
0.0455110689603934,43.6670059367005,0.000410137042712688,0.0010017119453075,0.000607854332458024
0.083702906493922,41.873006786724,0.00046307548225549,0.00129205010945113,0.000783966953640358
0.291756924264843,44.763163886361,0.00403019303568882,0.0325535849610739,0.0195660763409286
0.126387314403551,43.9365613085553,0.000970531241517522,0.00347481623718146,0.0021069906283484
0.345756348819544,44.2683724473325,0.00294459540308565,0.0176312997653368,0.0106451341805882
0.386034718033345,43.6350905588742,0.00258859098111144,0.00322184153772578,0.00195374676064941
0.0802594164867958,43.2158534438489,0.000807957165869787,0.00896007857746827,0.00542400437637736
0.0687420946537222,43.6949817475696,0.00123346737990403,0.00968198579689954,0.0058597297985189
0.0712318731401715,45.4507598223768,0.000424987423656742,0.00195772874707016,0.00118763555149415
0.0965581800800632,44.2151941078673,0.00151891205644111,0.00854862393101816,0.00517557504549626
0.0978102557187067,44.7136999150839,0.000512536979785716,0.00111129174068566,0.000674326626135979
0.0539651882962206,45.0322477025407,0.000480567045830191,0.00374760714383219,0.00227221214517592
0.13901357142947,43.327594097306,0.000955317089340183,0.00393957808178511,0.00238846695839778
0.0539278307507572,45.5249698907465,0.000315226791359708,0.00133553388969499,0.000810340567648615
0.0735406818287765,42.6630335505214,0.000638957028481582,0.00174285735794874,0.00105735502209992
0.0476694995746874,44.620960821549,0.000216598394294569,0.000439004340335937,0.000266440133105506
