Inoculum,TE
PBS,54.28900268
PBS,53.70629371
PBS,47.76919314
PBS,54.68548679
PBS,46.50625017
PBS,58.19729387
ASTM Soil Load ,51.34382238
ASTM Soil Load ,53.05429864
ASTM Soil Load ,40.80553035
ASTM Soil Load ,50.0108357
ASTM Soil Load ,36.4674134
ASTM Soil Load ,24.66234126
TSB,69.02954078
TSB,29.62908294
TSB,0.894882419
TSB,13.03787209
TSB,12.26017189
TSB,14.06440686
FBS,40.80930233
FBS,34.84550412
FBS,39.27685273
FBS,15.78099671
FBS,26.75617432
FBS,39.64019579
