"adenovirus.ts","adenovirus.ts.gc","ts2h.c.adenovirus","ts2h.adenovirus","ts.adenovirus.ir"
0.0855694889920432,44.1858481118457,8.05954333662974e-05,0.00061045023847189,0.000370474652064412
0.0650176861402659,42.708010005276,5.7602723457263e-05,0.000363683158988956,0.000220731312764677
0.319503909959697,44.8658793205093,0.000850286656728014,0.00495792349908521,0.00300493567979787
0.189259089626139,44.1623561917845,0.00044455544070967,0.00272959615195377,0.00165549302140411
0.0683139950181727,44.9742551294333,0.000158067626670973,0.000375128950885525,0.000227677350764788
0.262553553110312,44.816875946946,0.000613897945505989,0.00417287008471439,0.00252972697553211
0.420551602309104,46.176469905965,0.000724083530237141,0.0035081291743998,0.00212716877187036
0.112448186277356,44.3027273600738,7.16013665225398e-05,0.000352556488715024,0.000213978891900557
0.0441568822313604,43.883779342073,3.30855845170514e-05,0.000105787278399107,6.42108163855237e-05
0.134181783408881,44.2678398830565,0.000236504057294468,0.000212037468809113,0.000128698461209553
0.0525797113619732,43.5630558417568,7.16528455675056e-05,0.000231024144186619,0.000140221823522246
0.0525894875068334,43.896396631454,4.37901897546076e-05,0.000112464809254174,6.82638091373811e-05
0.0715908502322118,43.0839558580929,9.15405647211975e-05,0.000894154271921072,0.000542604380026734
0.0926150607842283,43.5904564745786,0.000157614589704311,0.00111531710775178,0.000676768373313874
0.0858182033146807,42.709445781447,1.88721785097988e-05,5.73139475687967e-05,3.4788961024268e-05
0.060199058114008,42.9809403611229,4.04897756922774e-05,0.000208687069721362,0.000126665028628681
0.373621116534182,44.8714993715159,0.000633341277505901,0.00358079588654051,0.00217118266879779
0.087883198562943,43.5453510910879,4.34037867580076e-05,8.14928351404111e-05,4.94649275003534e-05
0.172404614889235,43.1200533417921,0.000213194543041046,0.00148959666938612,0.000903776526074096
0.092268462783211,43.6720974335346,2.09130915038232e-05,5.60686831308644e-05,3.4033111520948e-05
0.107441246459764,45.4719821144273,3.41502230224761e-05,6.85973587254759e-05,4.16377298719794e-05
0.0830593192076246,44.5716124037822,3.52779001464075e-05,0.000173394553722037,0.000105244955470374
0.0449234699100026,43.4386107128155,1.83086603441492e-05,3.88335745729122e-05,2.35717019487769e-05
0.184728963831389,42.5483752602546,2.14255533557892e-05,7.04398460111809e-05,4.2756072461847e-05
0.0725831843274397,43.6372786960176,2.4582377704423e-05,5.42386060114405e-05,3.29222918984406e-05
0.0579308523624957,42.93476225435,5.78148738214905e-05,0.00014087368101779,8.55066684741779e-05
0.214326178053348,44.807763714993,0.00017174409988912,0.000696175981235712,0.000422489546755833
